gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_line	p_adj	condition
B2M	1.39179306773697e-186	0.384985436365526	1	0.999	4.15130118313905e-182	697	3.08978061037606e-182	Expanded NK-treated
HLA-B	3.12311208748892e-152	0.497786444060423	1	0.991	9.31530642335321e-148	697	3.4666544171127e-148	Expanded NK-treated
HLA-A	2.08235084306022e-145	0.443240749389693	0.999	0.997	6.21102785959572e-141	697	1.54093962386456e-141	Expanded NK-treated
HLA-C	1.94364954096821e-116	0.436969989538009	0.987	0.949	5.79732348584589e-112	697	1.07872549523736e-112	Expanded NK-treated
GNLY	8.14389340347831e-116	0.449851107177374	0.318	0.037	2.42907908545548e-111	697	3.61588867114437e-112	Expanded NK-treated
CCL5	1.47728302030735e-82	0.310634317349814	0.24	0.019	4.40629206467073e-78	697	5.46594717513719e-79	Expanded NK-treated
RPS8	7.80437252954933e-67	-0.136015533013197	1	1	2.32781019438868e-62	697	2.4751010022285e-63	Expanded NK-treated
PSMB9	1.96360366332201e-54	0.259818330657506	0.946	0.857	5.85684064659057e-50	697	5.09098105689884e-51	Expanded NK-treated
PSME2	2.06391123928332e-54	0.230080502649981	0.996	0.984	6.15602805341034e-50	697	5.09098105689884e-51	Expanded NK-treated
IRF9	8.87852064434222e-50	0.0933307250273486	0.202	0.045	2.64819635258795e-45	697	1.97103158304397e-46	Expanded NK-treated
PSMB8	5.11939787761117e-45	0.222909164680629	0.988	0.963	1.52696280495508e-40	697	1.03318757166335e-41	Expanded NK-treated
HBG1	1.75216440349433e-41	-0.267388752392476	0.127	0.258	5.22618076630254e-37	697	3.24150414646451e-38	Expanded NK-treated
RPS15A	2.55243290793742e-41	-0.111234366216979	1	1	7.61314163450495e-37	697	4.35877004278545e-38	Expanded NK-treated
RPS29	2.0644348294172e-33	0.129780827378879	1	0.999	6.15758976570268e-29	697	3.27360380093299e-30	Expanded NK-treated
RPS26	7.94269860825531e-32	-0.116698779709909	1	1	2.36906871388431e-27	697	1.17551939402179e-28	Expanded NK-treated
HBG2	1.32631122228171e-31	-0.267637086690685	0.15	0.252	3.95598848269965e-27	697	1.84025682091587e-28	Expanded NK-treated
IGKC	1.49648388565025e-31	-0.0628233836801602	0.002	0.083	4.463562485729e-27	697	1.9542318977315e-28	Expanded NK-treated
HLA-E	4.37647085644165e-31	0.208600774921394	0.882	0.774	1.30536996235085e-26	697	5.39764738961137e-28	Expanded NK-treated
HLA-F	1.35255953430102e-30	0.117219126317423	0.35	0.186	4.03427932295967e-26	697	1.58035903481488e-27	Expanded NK-treated
RPL26	3.54110264992302e-30	-0.113738615023914	1	0.999	1.05620468739254e-25	697	3.93062394141455e-27	Expanded NK-treated
LYZ	6.47025639037876e-29	0.192180624086022	0.337	0.16	1.92988337355827e-24	697	6.83998532697183e-26	Expanded NK-treated
RPL21	1.66924076546273e-28	-0.0871908990120307	1	1	4.97884443114567e-24	697	1.68441568151239e-25	Expanded NK-treated
RPLP1	1.24560545094579e-27	-0.0810293892653773	1	1	3.71526737853602e-23	697	1.20228004395637e-24	Expanded NK-treated
RPL39	2.13220215295463e-27	-0.103332450375235	1	0.999	6.35971936161778e-23	697	1.97228699148303e-24	Expanded NK-treated
RPL34	8.45029032135786e-27	-0.104476731670257	1	1	2.52046809415141e-22	697	7.50385780536578e-24	Expanded NK-treated
GNAS	7.24785597605797e-26	0.20851997260265	0.999	0.999	2.16181800197881e-21	697	6.18855394878796e-23	Expanded NK-treated
RPS13	1.26753842010305e-25	-0.0873718367887104	1	1	3.78068684564137e-21	697	1.04219825652917e-22	Expanded NK-treated
RPL30	1.6095150702007e-23	-0.0861091727392056	1	1	4.80070059988762e-19	697	1.27611551994484e-20	Expanded NK-treated
RPS24	1.69455336308684e-22	-0.0801573494248702	1	1	5.05434431607913e-18	697	1.29720981588027e-19	Expanded NK-treated
PSME1	2.74820700522976e-21	0.133616516118329	0.995	0.993	8.19707703449882e-17	697	2.03367318387003e-18	Expanded NK-treated
TUBA1B	4.41334647705745e-21	0.219047702809775	1	0.999	1.31636885371193e-16	697	3.16052554163469e-18	Expanded NK-treated
CD81	4.91125132847701e-21	0.168491367597084	0.989	0.971	1.46487893374484e-16	697	3.40718060913092e-18	Expanded NK-treated
PLCG2	3.52959427777804e-20	0.14279017175126	0.698	0.567	1.05277208523286e-15	697	2.35426248377263e-17	Expanded NK-treated
TAP1	3.60562722739952e-20	0.110793276053705	0.572	0.424	1.07545043311645e-15	697	2.35426248377263e-17	Expanded NK-treated
RPS15	4.19394677023709e-20	-0.082355643098456	1	1	1.25092850315862e-15	697	2.6601605228361e-17	Expanded NK-treated
NKG7	4.51636529754186e-20	0.135488478216548	0.509	0.354	1.34709627729781e-15	697	2.78509193348415e-17	Expanded NK-treated
RPS12	8.13491835945541e-20	-0.0867093087703479	1	0.999	2.42640209907477e-15	697	4.88095101567325e-17	Expanded NK-treated
SNHG25	1.568402719826e-19	0.24479552930251	0.803	0.731	4.678074792425e-15	697	9.16277378424662e-17	Expanded NK-treated
SRGN	2.69249354128073e-19	0.145381751349884	0.385	0.223	8.03090048557804e-15	697	1.53265016965211e-16	Expanded NK-treated
UBE2S	8.21365376614426e-19	0.216568098692996	0.991	0.986	2.44988650882785e-14	697	4.55857784021006e-16	Expanded NK-treated
RPS18	3.36757419364062e-18	-0.0700542847024694	1	1	1.00444635473719e-13	697	1.82341822192248e-15	Expanded NK-treated
OAZ1	3.75224449152448e-18	0.10605947322307	1	0.998	1.11918196448701e-13	697	1.98332923123437e-15	Expanded NK-treated
GZMB	1.94009850233008e-17	0.0519017400470307	0.044	0.001	5.78673180289993e-13	697	1.00163225004018e-14	Expanded NK-treated
UBC	7.41542665636365e-17	0.148201902228236	0.985	0.959	2.21179930879359e-12	697	3.74141981298348e-14	Expanded NK-treated
MTCH1	9.7241904559192e-17	0.128919678017178	0.89	0.803	2.90043428728702e-12	697	4.7972672915868e-14	Expanded NK-treated
GAPDH	9.99558154883388e-17	0.0889754110870511	1	0.999	2.98138210857068e-12	697	4.82395457356765e-14	Expanded NK-treated
RPL32	1.807188017004e-16	-0.070842974169925	1	1	5.39029969831783e-12	697	8.53607956967846e-14	Expanded NK-treated
ACTB	2.48454628631152e-16	0.0979020400194885	1	1	7.41065620818138e-12	697	1.14910265741908e-13	Expanded NK-treated
RPS14	2.89343824377438e-16	-0.0615825539458701	1	1	8.63025824970584e-12	697	1.31090467371002e-13	Expanded NK-treated
H2AFX	4.5076337288059e-16	0.172784836749214	0.832	0.754	1.34449191229094e-11	697	2.00138937558982e-13	Expanded NK-treated
MTRNR2L12	4.85671430831451e-16	0.135763947032412	0.993	0.982	1.44861217674097e-11	697	2.11409916950161e-13	Expanded NK-treated
BST2	5.71531754643291e-16	0.126880597985454	0.682	0.553	1.70470776457454e-11	697	2.44000095251559e-13	Expanded NK-treated
RPS28	9.08365112435945e-16	-0.0719962770743452	1	0.999	2.70938062086269e-11	697	3.80485009359962e-13	Expanded NK-treated
RPL35A	1.05123241963648e-15	-0.0727639228816717	1	1	3.13551093804973e-11	697	4.32173328072775e-13	Expanded NK-treated
HCP5	3.35982787640839e-15	0.0847827524087352	0.412	0.292	1.00213586069633e-10	697	1.35614870647757e-12	Expanded NK-treated
HMGN2	5.16462197766085e-15	0.168989832883601	0.998	0.998	1.5404517972769e-10	697	2.04740371257269e-12	Expanded NK-treated
FAM107B	1.207561522005e-14	-0.175992532052723	0.952	0.96	3.60179375168433e-10	697	4.7031343488616e-12	Expanded NK-treated
UBE2L6	1.94957250816196e-14	0.105677940019982	0.818	0.707	5.81498992009467e-10	697	7.46215684158542e-12	Expanded NK-treated
AC103591.3	2.4755468265631e-14	0.11318716912815	0.402	0.267	7.38381351958974e-10	697	9.31476941520351e-12	Expanded NK-treated
RPS25	4.82243407733251e-14	-0.0651045338906213	1	1	1.43838741224597e-09	697	1.78430060861303e-11	Expanded NK-treated
CCL4	5.48384268621695e-14	0.0241824232007111	0.037	0.004	1.63566575801793e-09	697	1.99575914154125e-11	Expanded NK-treated
STAT1	6.3923192045592e-14	0.0903141464949676	0.486	0.364	1.90663704914387e-09	697	2.28886268292281e-11	Expanded NK-treated
RPS27A	7.03091294277171e-14	-0.0621788502679248	1	1	2.09711040344052e-09	697	2.47755979888146e-11	Expanded NK-treated
CCND3	8.8028129062098e-14	0.175442239245814	0.983	0.967	2.6256150055352e-09	697	3.05347572684152e-11	Expanded NK-treated
RPS23	1.10094469423272e-13	-0.058593043002876	1	1	3.28378773948792e-09	697	3.76014957107173e-11	Expanded NK-treated
RPS19	1.19129327573324e-13	-0.058434319607402	1	1	3.55327045352954e-09	697	4.00707738201181e-11	Expanded NK-treated
PSMB8-AS1	1.30482552003695e-13	0.0777020979656943	0.424	0.302	3.8919030786142e-09	697	4.32345172310749e-11	Expanded NK-treated
PRF1	1.54109803454675e-13	0.0283719718569552	0.033	0.003	4.59663310764261e-09	697	5.03123181866735e-11	Expanded NK-treated
SNRPB	1.86267613683884e-13	0.104669219512281	0.998	0.997	5.5558041133492e-09	697	5.99295800548148e-11	Expanded NK-treated
MAP2K2	1.9254021027899e-13	0.101455255431561	0.967	0.926	5.74289685199143e-09	697	6.10627524027653e-11	Expanded NK-treated
PSMC3	2.61727275070568e-13	0.111271049451106	0.967	0.929	7.80653943352982e-09	697	8.18358522051634e-11	Expanded NK-treated
LINC01871	3.17097208114936e-13	0.0189305943379343	0.025	0.001	9.45805842644421e-09	697	9.7771639168772e-11	Expanded NK-treated
NMU	3.35877709630658e-13	-0.0291191656624988	0.003	0.037	1.00182244451536e-08	697	1.02143632243844e-10	Expanded NK-treated
TPI1	3.57417999578128e-13	0.101060918155931	0.999	0.996	1.06607066734168e-08	697	1.07225399873438e-10	Expanded NK-treated
CLEC11A	4.09727195807603e-13	0.109109384632995	0.985	0.96	1.22209330693534e-08	697	1.2127924995905e-10	Expanded NK-treated
HIST1H3D	4.3905215178759e-13	0.177844911123066	0.623	0.533	1.30956085313684e-08	697	1.28249444337954e-10	Expanded NK-treated
PSMB10	5.30110893421768e-13	0.10713531945788	0.896	0.813	1.58116176180911e-08	697	1.52837166674847e-10	Expanded NK-treated
GBP2	5.66187893668459e-13	0.019299595013286	0.03	0.003	1.68876863044491e-08	697	1.61145785121023e-10	Expanded NK-treated
SLC25A6	6.03095405573361e-13	0.0959993075333676	0.999	0.999	1.79885266620366e-08	697	1.69477443085172e-10	Expanded NK-treated
ALYREF	1.00837726432667e-12	0.114520580651806	0.932	0.895	3.00768686630717e-08	697	2.79824690850652e-10	Expanded NK-treated
RPL23	1.0968044769875e-12	-0.0829167378857045	1	1	3.27143871351062e-08	697	2.97064123305732e-10	Expanded NK-treated
TUBB4B	1.09726387887703e-12	0.176815280200415	0.978	0.951	3.27280897152651e-08	697	2.97064123305732e-10	Expanded NK-treated
CLIC1	1.13834800571417e-12	0.115806020347543	0.98	0.952	3.39535059664365e-08	697	3.04473803938007e-10	Expanded NK-treated
KLRK1	1.16249545667046e-12	0.0225512123141622	0.029	0.002	3.46737519861098e-08	697	3.0723094212005e-10	Expanded NK-treated
CDC20	1.30477628243947e-12	0.174130354645131	0.597	0.482	3.89175621763222e-08	697	3.4077686435478e-10	Expanded NK-treated
AURKB	1.70370885159489e-12	0.148426793304751	0.593	0.489	5.08165239165209e-08	697	4.39794610527984e-10	Expanded NK-treated
H2AFV	2.10738487429905e-12	0.104340905288812	0.987	0.965	6.28569686457179e-08	697	5.37746485165966e-10	Expanded NK-treated
TMBIM6	2.18154887650809e-12	0.0949021577977349	0.968	0.93	6.50690583396069e-08	697	5.50345284755451e-10	Expanded NK-treated
P4HB	2.45329463103354e-12	0.1032740670018	0.929	0.866	7.31744189598375e-08	697	6.11945402347693e-10	Expanded NK-treated
VIM	3.3575148094483e-12	0.103323460159054	0.999	0.999	1.00144594221414e-07	697	8.2818698633058e-10	Expanded NK-treated
MYDGF	3.68358859835386e-12	0.0989785023767932	0.921	0.842	1.09870397123101e-07	697	8.98633702015997e-10	Expanded NK-treated
PPP1R14B	4.44426245125567e-12	0.0807941622607529	0.999	0.998	1.32559016133603e-07	697	1.07241985236822e-09	Expanded NK-treated
LY6E	7.35545249850416e-12	0.109222455993751	0.966	0.94	2.19391081672883e-07	697	1.75581769319131e-09	Expanded NK-treated
LAT2	8.08081174769795e-12	0.102788055462012	0.929	0.858	2.41026371998587e-07	697	1.90844702977547e-09	Expanded NK-treated
VEGFB	8.80669966698839e-12	0.08732507042367	0.725	0.598	2.62677430967263e-07	697	2.05798665902255e-09	Expanded NK-treated
CD74	1.16790079908775e-11	0.126248307702537	0.971	0.935	3.48349771343903e-07	697	2.6991355910528e-09	Expanded NK-treated
GUK1	1.17935203753208e-11	0.0901223199598269	0.974	0.945	3.51765332234694e-07	697	2.6991355910528e-09	Expanded NK-treated
RPL35	1.28325696329292e-11	-0.0576713204567216	1	0.999	3.82757054441379e-07	697	2.90696985562274e-09	Expanded NK-treated
KLRB1	1.39547985514756e-11	0.0238109370983686	0.027	0.001	4.16229776394862e-07	697	3.12925785699755e-09	Expanded NK-treated
UBB	1.48204067342653e-11	0.0943684269542047	0.999	0.999	4.42048271662931e-07	697	3.29013029500689e-09	Expanded NK-treated
COX8A	2.34962467981859e-11	0.0927703075086059	0.998	0.994	7.0082255324949e-07	697	5.16452157346263e-09	Expanded NK-treated
H3F3B	2.87866578750441e-11	0.0852745157892088	1	0.999	8.58619644438939e-07	697	6.15435005755779e-09	Expanded NK-treated
IL32	2.88632924149646e-11	0.0486532946442542	0.089	0.031	8.6090542286115e-07	697	6.15435005755779e-09	Expanded NK-treated
H1FX	2.90604164117915e-11	0.151171583597336	0.943	0.914	8.66785040314504e-07	697	6.15435005755779e-09	Expanded NK-treated
PMEPA1	2.91084124343949e-11	-0.0946294941047024	0.319	0.382	8.68216617680698e-07	697	6.15435005755779e-09	Expanded NK-treated
HBA1	2.96287711519988e-11	-0.0505682757457246	0.031	0.067	8.83737357150668e-07	697	6.20527093938088e-09	Expanded NK-treated
MDK	3.52517318209699e-11	0.111923253656642	0.998	0.994	1.05145340502407e-06	697	7.31391071425731e-09	Expanded NK-treated
LGALS3BP	3.76618476574343e-11	0.0898654954011097	0.673	0.563	1.12333993007829e-06	697	7.7416020184726e-09	Expanded NK-treated
PSMB5	5.44417276452506e-11	0.0868591888626231	0.985	0.959	1.62383341047489e-06	697	1.10881316855465e-08	Expanded NK-treated
PFDN1	6.9533322357411e-11	0.0850940399143948	0.79	0.677	2.0739704059545e-06	697	1.40330886939502e-08	Expanded NK-treated
TUBA1C	7.38392176857979e-11	0.146727026666196	0.939	0.9	2.20240234591429e-06	697	1.46710021685648e-08	Expanded NK-treated
PHGDH	7.40158667963627e-11	0.100436239868748	0.969	0.937	2.20767125893511e-06	697	1.46710021685648e-08	Expanded NK-treated
EIF4A1	8.1929854630212e-11	0.07000805151401	1	1	2.44372177405533e-06	697	1.60959537415107e-08	Expanded NK-treated
CFL1	9.80955229251258e-11	0.0764199691259409	0.999	0.999	2.92589516228773e-06	697	1.91028123591034e-08	Expanded NK-treated
SMARCB1	1.23286671163148e-10	0.0874155894680436	0.908	0.842	3.67727154078323e-06	697	2.37996878245382e-08	Expanded NK-treated
HBZ	1.34621387544607e-10	-0.0255173618324349	0	0.026	4.01535212629299e-06	697	2.57637483059507e-08	Expanded NK-treated
CD2BP2	1.51130353012163e-10	0.0775345057582775	0.684	0.57	4.50776503929377e-06	697	2.85705179286461e-08	Expanded NK-treated
CDK2AP2	1.51861311512623e-10	0.107137135791215	0.748	0.649	4.52956733848702e-06	697	2.85705179286461e-08	Expanded NK-treated
ACO2	1.53701433269862e-10	0.0830665012867322	0.791	0.683	4.58445265014018e-06	697	2.86737127612684e-08	Expanded NK-treated
IDH2	1.92307673134338e-10	0.096224246934173	0.971	0.947	5.7359609665779e-06	697	3.55769195298525e-08	Expanded NK-treated
TEDC1	2.05838070549971e-10	0.0628400716424281	0.409	0.299	6.13953213029398e-06	697	3.77653319521434e-08	Expanded NK-treated
PHF19	2.21327073738398e-10	0.100560526552629	0.71	0.605	6.60152262839521e-06	697	4.02742707950201e-08	Expanded NK-treated
H2AFZ	2.43332080911408e-10	0.130462631395278	0.999	0.999	7.25786597734457e-06	697	4.39184731401078e-08	Expanded NK-treated
RPS6	2.80317454369596e-10	-0.052457128809003	1	0.999	8.36102871148195e-06	697	5.01858668306858e-08	Expanded NK-treated
TUFM	2.85004657550027e-10	0.0887760731501968	0.984	0.969	8.50083392074467e-06	697	5.06168271808849e-08	Expanded NK-treated
CD79A	2.97788541837147e-10	0.10892493280539	0.977	0.954	8.88213883737659e-06	697	5.24675049903545e-08	Expanded NK-treated
RPS3A	3.02087017522243e-10	-0.0499940698520041	1	1	9.01034947163593e-06	697	5.28057621180613e-08	Expanded NK-treated
TOMM40	3.1788524309263e-10	0.09688653705894	0.977	0.958	9.48156314572389e-06	697	5.51332218488781e-08	Expanded NK-treated
EIF4H	4.2072926233418e-10	0.0892541772164144	0.932	0.875	1.25490917076416e-05	697	7.20006558556484e-08	Expanded NK-treated
RPL11	4.21625462217761e-10	-0.0568640593662551	1	0.999	1.25758226615692e-05	697	7.20006558556484e-08	Expanded NK-treated
EGLN2	5.01134510260026e-10	0.0731258024933087	0.565	0.457	1.49473390375258e-05	697	8.49250849448288e-08	Expanded NK-treated
RPS6KB2	5.29860689061303e-10	0.0774321333436772	0.662	0.542	1.58041547726315e-05	697	8.9112934069401e-08	Expanded NK-treated
ITM2C	6.37490123706633e-10	0.0771502600332017	0.564	0.453	1.90144179197977e-05	697	1.06408125911934e-07	Expanded NK-treated
HNRNPL	7.55976491462193e-10	0.080906973141719	0.911	0.826	2.25485108108428e-05	697	1.25243866495975e-07	Expanded NK-treated
TSC22D4	7.99904279559482e-10	0.0845745492510394	0.74	0.641	2.38587449464207e-05	697	1.31539814860893e-07	Expanded NK-treated
ENO1	9.19159749895553e-10	0.0712091152300651	0.999	0.999	2.74157778601347e-05	697	1.50039312115304e-07	Expanded NK-treated
BAG6	1.12915408204315e-09	0.0773424350126776	0.716	0.608	3.3679278805101e-05	697	1.82972413294583e-07	Expanded NK-treated
EEF1G	1.22898406827324e-09	0.0488168817479036	1	0.999	3.6656907804386e-05	697	1.97706132722217e-07	Expanded NK-treated
MT2A	1.25660774509327e-09	0.131288982620537	0.891	0.83	3.74808392128971e-05	697	2.00695625475328e-07	Expanded NK-treated
FCER1G	1.3783757070671e-09	0.0254816692512364	0.041	0.008	4.11128122146905e-05	697	2.18571004977783e-07	Expanded NK-treated
MRPS7	1.62247683694512e-09	0.0821065886958725	0.923	0.865	4.83936166155621e-05	697	2.55453799859444e-07	Expanded NK-treated
AP1S1	1.63460702657558e-09	0.0803153236376867	0.77	0.665	4.87554237816697e-05	697	2.55551239366041e-07	Expanded NK-treated
CD3D	1.78129933323419e-09	-0.0498028287765219	0.041	0.08	5.31308152123761e-05	697	2.76537379005587e-07	Expanded NK-treated
SLC25A11	1.8305867553321e-09	0.0821897607409965	0.9	0.83	5.46009111512904e-05	697	2.82215458113698e-07	Expanded NK-treated
BIRC5	1.84649676539428e-09	0.130253890411471	0.701	0.605	5.50754590214151e-05	697	2.82705022012089e-07	Expanded NK-treated
CENPM	2.15186822122587e-09	0.0922589342846278	0.807	0.723	6.4183773434504e-05	697	3.25169521324216e-07	Expanded NK-treated
YWHAQ	2.15314953309278e-09	0.0846584436370115	0.989	0.984	6.42219911235585e-05	697	3.25169521324216e-07	Expanded NK-treated
HIST1H4C	2.34445447018436e-09	0.266149553127627	0.991	0.982	6.9928043482189e-05	697	3.51668170527655e-07	Expanded NK-treated
CORO1A	2.37040210074708e-09	0.0930865456320664	0.735	0.648	7.07019834589833e-05	697	3.53174004272384e-07	Expanded NK-treated
RPL12	2.46806852792943e-09	-0.0663161715442664	1	0.999	7.36150799825512e-05	697	3.65274142133556e-07	Expanded NK-treated
EIF3I	2.7572182654915e-09	0.0716254708775339	0.987	0.969	8.22395492048148e-05	697	4.03499951391947e-07	Expanded NK-treated
SEPHS1	2.76270236989081e-09	0.0829340416338272	0.724	0.637	8.24031235867331e-05	697	4.03499951391947e-07	Expanded NK-treated
S100A9	3.08278230177308e-09	0.0309302221937603	0.065	0.019	9.19501477149855e-05	697	4.45982092254138e-07	Expanded NK-treated
CKS1B	3.09374964897014e-09	0.118865534867402	0.887	0.836	9.22772707798325e-05	697	4.45982092254138e-07	Expanded NK-treated
MAZ	3.28291529565923e-09	0.0963776074673492	0.959	0.923	9.79195145236279e-05	697	4.70198190733129e-07	Expanded NK-treated
CRIP1	3.44654482600904e-09	0.0416395344132705	0.079	0.033	0.000102800092525372	697	4.90469840624364e-07	Expanded NK-treated
DTYMK	4.05455972879329e-09	0.0953548923725494	0.933	0.911	0.000120935353030718	697	5.73319910695612e-07	Expanded NK-treated
KIF22	4.2724275321873e-09	0.0838949190403434	0.672	0.567	0.000127433696002551	697	6.00303108952899e-07	Expanded NK-treated
PLK1	4.43794004645381e-09	0.129381895337452	0.336	0.255	0.000132370437765578	697	6.16574317338768e-07	Expanded NK-treated
SLC25A5	4.44377886370283e-09	0.0720207130135933	0.999	0.998	0.000132544592167664	697	6.16574317338768e-07	Expanded NK-treated
RPL28	4.48508416534207e-09	-0.0532106805637076	1	0.999	0.000133776605399658	697	6.18440176835987e-07	Expanded NK-treated
PSMC1	5.14389758046825e-09	0.0803262775135403	0.957	0.912	0.000153427033132626	697	7.04904483249353e-07	Expanded NK-treated
CDCA3	5.33890918789982e-09	0.0804924041391268	0.38	0.285	0.000159243644347488	697	7.27139778965496e-07	Expanded NK-treated
NUCKS1	5.59281981280269e-09	0.104676110304289	0.999	0.999	0.000166817036556466	697	7.57076828318412e-07	Expanded NK-treated
RPS10	5.85612068318603e-09	-0.0803685008095858	1	1	0.00017467051161739	697	7.87914419192302e-07	Expanded NK-treated
PHC2	6.46302398167246e-09	0.0746345225419738	0.664	0.563	0.000192772616301344	697	8.64332122850172e-07	Expanded NK-treated
RAN	7.61870473159996e-09	0.0714569743311984	0.999	0.999	0.000227243106029432	697	1.01278589845221e-06	Expanded NK-treated
LDHA	7.98749124076474e-09	0.080140263466383	0.999	0.998	0.00023824290123829	697	1.0554899139582e-06	Expanded NK-treated
HMGB2	8.52775383631259e-09	0.181889844520359	0.937	0.92	0.000254357313675696	697	1.12021381755112e-06	Expanded NK-treated
CENPE	9.58844539539918e-09	0.147753004354513	0.501	0.385	0.000285994560808571	697	1.25213816339919e-06	Expanded NK-treated
PDGFRB	1.00746499776378e-08	0.0472655050983997	0.24	0.159	0.000300496584883004	697	1.3079370146407e-06	Expanded NK-treated
ITGA1	1.06233996605006e-08	0.0200053901585115	0.025	0.003	0.000316864141673753	697	1.37115972362276e-06	Expanded NK-treated
EIF5A	1.08662508229853e-08	0.0736660430827176	0.998	0.999	0.000324107663297181	697	1.39439750445244e-06	Expanded NK-treated
ODC1	1.09818351577961e-08	0.149803508796827	0.995	0.992	0.000327555197251584	697	1.4011306925464e-06	Expanded NK-treated
PSMB1	1.10694117622237e-08	0.0695459868430373	0.993	0.988	0.000330167344631845	697	1.40423394926495e-06	Expanded NK-treated
EMP3	1.24301128354237e-08	0.0905221614714166	0.749	0.651	0.000370752975542183	697	1.56788923265003e-06	Expanded NK-treated
PPP4C	1.31441062109351e-08	0.0757256833045469	0.862	0.773	0.000392049255953562	697	1.64858281289695e-06	Expanded NK-treated
BTBD2	1.34193706376481e-08	0.0593220709431422	0.408	0.305	0.000400259568009129	697	1.67365184357184e-06	Expanded NK-treated
ANXA2	1.46553913710651e-08	0.0762841944037611	0.697	0.598	0.000437126358424758	697	1.81759602479131e-06	Expanded NK-treated
ZNF771	1.6063669680912e-08	0.0702983848381634	0.589	0.488	0.000479131075572561	697	1.98118592731248e-06	Expanded NK-treated
TLE5	1.67485697306739e-08	0.0795562954688822	0.974	0.948	0.000499559589356811	697	2.05424446420421e-06	Expanded NK-treated
RALY	1.69078712092087e-08	0.0770936847940162	0.896	0.834	0.000504311074557069	697	2.06238868595843e-06	Expanded NK-treated
KLRD1	1.81325128398026e-08	0.0171630432692938	0.025	0.004	0.000540838460472791	697	2.19968188548425e-06	Expanded NK-treated
PPP1CA	2.1298818059727e-08	0.087265830535429	0.969	0.943	0.000635279846267478	697	2.56974870068446e-06	Expanded NK-treated
HOPX	2.14178248201441e-08	0.0246395594138429	0.028	0.005	0.000638829460910438	697	2.57013897841729e-06	Expanded NK-treated
ATP5ME	2.20071486744379e-08	0.0786673924105872	0.981	0.959	0.000656407223512461	697	2.62366617503961e-06	Expanded NK-treated
ARPC4	2.21002511140724e-08	0.0736901963089888	0.887	0.79	0.000659184189979436	697	2.62366617503961e-06	Expanded NK-treated
PGAM1	2.30963579545783e-08	0.0870622471876641	0.971	0.955	0.000688895068711206	697	2.71858886635502e-06	Expanded NK-treated
ZWINT	2.31447430514009e-08	0.0871753889965967	0.786	0.712	0.000690338250994134	697	2.71858886635502e-06	Expanded NK-treated
DDX39B	2.52355231440804e-08	0.0735243177500826	0.972	0.951	0.000752699948818486	697	2.9485716515715e-06	Expanded NK-treated
TRIM28	2.55309259265377e-08	0.0782454031303705	0.959	0.922	0.000761510927610839	697	2.96746887732532e-06	Expanded NK-treated
TUBA1A	2.90891062083429e-08	0.103491758309724	0.878	0.819	0.000867640770876244	697	3.36342790533965e-06	Expanded NK-treated
CKAP2L	2.99573534232083e-08	0.06143038533547	0.293	0.196	0.000893537980554033	697	3.4458717409079e-06	Expanded NK-treated
RPN2	3.12998472779633e-08	0.0796050963313213	0.927	0.883	0.00093358054475981	697	3.58173510088033e-06	Expanded NK-treated
U2AF2	3.19453876706162e-08	0.0772520700583991	0.709	0.609	0.000952835078051469	697	3.636859519424e-06	Expanded NK-treated
IGFBP7	3.79170948496758e-08	0.0891389845809822	0.902	0.842	0.00113095318808128	697	4.29469135542246e-06	Expanded NK-treated
UBA52	3.84843382369542e-08	-0.0596869040771448	1	0.999	0.00114787235659363	697	4.33681375056033e-06	Expanded NK-treated
KHSRP	4.00503499336696e-08	0.0789103047719777	0.863	0.79	0.00119458178747156	697	4.49049378044174e-06	Expanded NK-treated
TOP2A	4.23678386505403e-08	0.18183484849369	0.78	0.707	0.00126370552342967	697	4.72646240222108e-06	Expanded NK-treated
ZDHHC18	4.36160725820799e-08	0.0341280912268535	0.138	0.082	0.0013009365969057	697	4.83389954678205e-06	Expanded NK-treated
RPL14	4.3766387788432e-08	-0.0444792888728287	1	1	0.00130542004856556	697	4.83389954678205e-06	Expanded NK-treated
HIST1H4E	4.7162048589585e-08	0.068232534509291	0.515	0.408	0.00140670242328155	697	5.18081588764075e-06	Expanded NK-treated
CD44	4.73741272608591e-08	0.0248779634001877	0.048	0.014	0.00141302809380964	697	5.18081588764075e-06	Expanded NK-treated
TIMM23	5.06830131618905e-08	0.0644790352520515	0.684	0.571	0.00151172223357971	697	5.51550437349985e-06	Expanded NK-treated
THOC6	5.18523930843986e-08	0.0671121702050913	0.764	0.659	0.00154660132852836	697	5.61523476328609e-06	Expanded NK-treated
ARPC1B	5.35441317581865e-08	0.0674581026041579	0.96	0.921	0.00159706081795143	697	5.77028992733855e-06	Expanded NK-treated
AL360012.1	5.39773662743144e-08	0.0350807566010816	0.141	0.083	0.00160998290386397	697	5.78887696275255e-06	Expanded NK-treated
ARF1	5.68865532917327e-08	0.0834162271443273	0.974	0.957	0.00169675522503251	697	6.07154559171378e-06	Expanded NK-treated
BSG	6.51654949644227e-08	0.0682678810318877	0.946	0.897	0.00194369121830384	697	6.92188511105351e-06	Expanded NK-treated
CDK1	6.58127481744694e-08	0.11247883681907	0.662	0.581	0.0019629968397999	697	6.9573476641582e-06	Expanded NK-treated
