gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_line	p_adj	condition
B2M	1.08962953839466e-235	0.648295610025605	1	1	3.25003802416977e-231	KASUMI2	2.42082994545143e-231	Expanded NK-treated
GNLY	7.37042850613379e-187	0.51419837647053	0.397	0.001	2.19837771052453e-182	KASUMI2	8.18744050603872e-183	Expanded NK-treated
HLA-A	1.0524575518228e-120	0.643836483674901	0.998	0.975	3.13916513982186e-116	KASUMI2	7.79414980961571e-117	Expanded NK-treated
HLA-C	3.2651602434993e-107	0.65111098791092	0.985	0.841	9.73899345828535e-103	KASUMI2	1.8135516282456e-103	Expanded NK-treated
HLA-B	3.23310873752755e-106	0.587740240031208	0.998	0.978	9.64339343142342e-102	KASUMI2	1.43659953643299e-102	Expanded NK-treated
STAT1	3.39423486833298e-101	0.538087852429865	0.645	0.218	1.01239843417768e-96	KASUMI2	1.25682860116256e-97	Expanded NK-treated
PSMB9	3.31805328446324e-93	0.574159164098009	0.975	0.813	9.89675753156851e-89	KASUMI2	1.05310271172743e-89	Expanded NK-treated
IRF9	4.76307360024901e-86	0.307845884392811	0.339	0.043	1.42068196274627e-81	KASUMI2	1.32276507720915e-82	Expanded NK-treated
CCL5	8.70338209550985e-76	0.315373259071741	0.306	0.046	2.59595777762772e-71	KASUMI2	2.14847822239936e-72	Expanded NK-treated
IRF1	6.71488645774587e-68	0.501188249143824	0.835	0.523	2.00284918375186e-63	KASUMI2	1.4918463243174e-64	Expanded NK-treated
HLA-E	1.28240284372045e-66	0.476987584228606	0.919	0.654	3.825022961965e-62	KASUMI2	2.59010399808521e-63	Expanded NK-treated
PSME2	2.50648118428531e-61	0.426797215314312	0.99	0.923	7.47608142836779e-57	KASUMI2	4.64054103927222e-58	Expanded NK-treated
TAP1	3.21943250388186e-55	0.356575406255283	0.59	0.248	9.60260132932841e-51	KASUMI2	5.50201014913409e-52	Expanded NK-treated
HLA-F	2.28533352948302e-53	0.351082968239838	0.577	0.231	6.81646431838902e-49	KASUMI2	3.62666107318031e-50	Expanded NK-treated
HBG1	3.56900311857926e-52	-0.687896352810268	0.388	0.562	1.06452656017864e-47	KASUMI2	5.28616948569836e-49	Expanded NK-treated
HBG2	3.23497637683008e-50	-0.803844352119792	0.416	0.6	9.64896403917109e-46	KASUMI2	4.49196688525212e-47	Expanded NK-treated
UBE2L6	3.27896160094148e-49	0.36336391659882	0.756	0.442	9.78015876712815e-45	KASUMI2	4.28521705224217e-46	Expanded NK-treated
GBP1	1.06715185812095e-36	0.311713892305136	0.555	0.267	3.18299384721737e-32	KASUMI2	1.31716182399296e-33	Expanded NK-treated
GBP4	1.62666693455522e-33	0.267652004831949	0.41	0.152	4.85185946569784e-29	KASUMI2	1.90208733079017e-30	Expanded NK-treated
GBP2	1.09877397320261e-32	0.190335131875789	0.19	0.038	3.27731312987141e-28	KASUMI2	1.22057306813211e-29	Expanded NK-treated
TMSB10	6.80697856897582e-31	0.210447125704663	1	1	2.03031749776842e-26	KASUMI2	7.2014591841398e-28	Expanded NK-treated
PSMB8	2.66321618036264e-26	0.262474799326618	0.938	0.787	7.94357490116764e-22	KASUMI2	2.68948517632349e-23	Expanded NK-treated
CCL4	3.10066244247727e-24	0.0567695227254346	0.054	0	9.24834586717697e-20	KASUMI2	2.99510510802251e-21	Expanded NK-treated
NKG7	3.70555498369613e-24	0.155197713908296	0.227	0.065	1.10525588498705e-19	KASUMI2	3.43026312803238e-21	Expanded NK-treated
RPS10	3.06830425212959e-23	0.179181966326441	0.999	0.999	9.15183109282692e-19	KASUMI2	2.72674062278252e-20	Expanded NK-treated
UBE2Q1	5.5412087249965e-22	0.172875109426151	0.408	0.181	1.65277632640471e-17	KASUMI2	4.73496285550951e-19	Expanded NK-treated
IFITM3	7.70403059707032e-22	0.277824504699971	0.792	0.594	2.29788120618816e-17	KASUMI2	6.33927584352264e-19	Expanded NK-treated
NLRC5	2.32212918238599e-21	0.165637340993701	0.324	0.124	6.92621471230269e-17	KASUMI2	1.8425265730382e-18	Expanded NK-treated
GZMB	4.33601715704054e-20	0.0505266693343894	0.044	0	1.29330383743048e-15	KASUMI2	3.32183769579206e-17	Expanded NK-treated
PSME1	2.93083637530096e-19	0.185155837332151	0.991	0.958	8.74180565661018e-15	KASUMI2	2.17047972500205e-16	Expanded NK-treated
LGALS3BP	4.21374442744943e-18	0.152243631897307	0.338	0.142	1.25683355037534e-13	KASUMI2	3.01989548208529e-15	Expanded NK-treated
TRIM69	4.53287976873484e-17	0.1107226278025	0.201	0.065	1.35202204862054e-12	KASUMI2	3.14709343193694e-14	Expanded NK-treated
PLAAT4	6.27983512466966e-17	0.147840045198331	0.317	0.134	1.87308642263522e-12	KASUMI2	4.22785142317533e-14	Expanded NK-treated
GUK1	1.02778016259046e-16	0.154227500169232	0.98	0.908	3.06555989095857e-12	KASUMI2	6.71593878596243e-14	Expanded NK-treated
PSMB10	1.2485642356989e-16	0.178464364585871	0.845	0.635	3.72409254581912e-12	KASUMI2	7.92552903557786e-14	Expanded NK-treated
PRTN3	3.81508138390047e-16	-0.274377046950902	0.35	0.406	1.13792432437599e-11	KASUMI2	2.35443508628102e-13	Expanded NK-treated
BATF3	4.33197061219659e-16	0.199968345656649	0.524	0.306	1.29209687449988e-11	KASUMI2	2.60117273219383e-13	Expanded NK-treated
MT-CO1	6.0543810205253e-16	-0.134997990915902	1	1	1.80584022699208e-11	KASUMI2	3.53974166139502e-13	Expanded NK-treated
APOBEC3G	8.42061599676429e-16	0.209534630659258	0.631	0.414	2.51161713335489e-11	KASUMI2	4.79694424615672e-13	Expanded NK-treated
VAMP5	9.42117783333221e-16	0.193091254724625	0.748	0.527	2.810054712348e-11	KASUMI2	5.23275769807854e-13	Expanded NK-treated
H3F3B	2.28141156512204e-15	0.157072599613616	0.999	0.995	6.80476627528952e-11	KASUMI2	1.23624684737357e-12	Expanded NK-treated
PSMA5	2.5079963482073e-15	0.157155450173187	0.895	0.732	7.48060070779792e-11	KASUMI2	1.3266703540029e-12	Expanded NK-treated
MT2A	4.18485233612152e-15	0.283456900147282	0.794	0.613	1.24821590629497e-10	KASUMI2	2.1622061477119e-12	Expanded NK-treated
APOL6	4.67589048010081e-15	0.106882673724205	0.195	0.064	1.39467785349967e-10	KASUMI2	2.36100588173636e-12	Expanded NK-treated
APOE	5.45479975332092e-15	-0.258605729021034	0.208	0.263	1.62700312242303e-10	KASUMI2	2.69309524710068e-12	Expanded NK-treated
RPS8	1.28618924929645e-14	-0.0934401590481864	1	1	3.83631667387653e-10	KASUMI2	6.21201446774333e-12	Expanded NK-treated
HCP5	8.18117668450968e-14	0.133876168543707	0.348	0.164	2.4401995696887e-09	KASUMI2	3.86725962552663e-11	Expanded NK-treated
TMSB4X	9.00009854000772e-14	0.170827212920591	1	0.999	2.6844593915281e-09	KASUMI2	4.16573310965316e-11	Expanded NK-treated
MT-ATP6	9.80521290567214e-14	-0.141495429472889	1	1	2.92460085337483e-09	KASUMI2	4.44576357398608e-11	Expanded NK-treated
ERAP2	2.53264574070036e-13	0.136332613248193	0.448	0.234	7.55412245078696e-09	KASUMI2	1.1253558084228e-10	Expanded NK-treated
MDK	2.63121544864094e-13	0.173203039140939	0.951	0.861	7.84812631866133e-09	KASUMI2	1.13690158927362e-10	Expanded NK-treated
KLRB1	2.66097504803657e-13	0.0298086331969519	0.028	0	7.93689027577867e-09	KASUMI2	1.13690158927362e-10	Expanded NK-treated
APOC1	5.25948811505983e-13	-0.271352355787651	0.207	0.244	1.56874752007889e-08	KASUMI2	2.20471787645819e-10	Expanded NK-treated
DUSP6	6.42452348866124e-13	0.169892023649695	0.702	0.496	1.91624262096299e-08	KASUMI2	2.64321552495531e-10	Expanded NK-treated
POMP	9.15030386925325e-13	0.140343144283036	0.986	0.962	2.72926113508217e-08	KASUMI2	3.69622365569454e-10	Expanded NK-treated
MT-ND5	1.28370712125623e-12	-0.157316203405459	0.999	0.999	3.82891323057095e-08	KASUMI2	5.09287877016957e-10	Expanded NK-treated
HBA1	1.64581354073948e-12	-0.172822267905363	0.097	0.151	4.90896804796365e-08	KASUMI2	6.41491919905422e-10	Expanded NK-treated
RPL6	5.07804590007276e-12	-0.0983040801705428	1	1	1.5146287506147e-07	KASUMI2	1.94515423727442e-09	Expanded NK-treated
COX8A	6.96019400552602e-12	0.139836234037357	0.981	0.953	2.07601706602825e-07	KASUMI2	2.62092593594528e-09	Expanded NK-treated
TRIM22	8.58419597167995e-12	0.141042376601208	0.477	0.276	2.56040813247298e-07	KASUMI2	3.17858469838022e-09	Expanded NK-treated
MT-CO2	9.83984721763313e-12	-0.116790234050835	1	1	2.93493122960343e-07	KASUMI2	3.58380140383861e-09	Expanded NK-treated
BST2	1.48716159650139e-11	0.15771574297218	0.679	0.483	4.43575689388469e-07	KASUMI2	5.28331645071367e-09	Expanded NK-treated
LY6E	1.49817228426413e-11	0.132041766844763	0.623	0.401	4.46859847227461e-07	KASUMI2	5.28331645071367e-09	Expanded NK-treated
MPO	1.67073890121401e-11	-0.14062144893805	0.092	0.149	4.98331292065102e-07	KASUMI2	5.79981346379244e-09	Expanded NK-treated
DERL1	1.95042022731588e-11	0.105753008361387	0.325	0.158	5.81751841201506e-07	KASUMI2	6.66653633696566e-09	Expanded NK-treated
PFDN2	2.59777794686602e-11	0.147551367606635	0.892	0.759	7.74839228211728e-07	KASUMI2	8.74467161295793e-09	Expanded NK-treated
PMAIP1	2.76742470466166e-11	0.140790140592426	0.706	0.498	8.25439766659434e-07	KASUMI2	9.1766977109654e-09	Expanded NK-treated
TAP2	3.67885811445919e-11	0.113176806424682	0.423	0.224	1.09729300979974e-06	KASUMI2	1.20195868719029e-08	Expanded NK-treated
MDH2	6.00875339269949e-11	0.128559696184594	0.927	0.831	1.79223087444048e-06	KASUMI2	1.93473150906673e-08	Expanded NK-treated
EIF5A	1.15674437917714e-10	0.1231225562921	0.986	0.934	3.45022145977166e-06	KASUMI2	3.67134141031122e-08	Expanded NK-treated
KPNB1	1.25593710676366e-10	0.122348234625578	0.913	0.778	3.74608360834397e-06	KASUMI2	3.93002178886877e-08	Expanded NK-treated
LINC01871	1.3639881364372e-10	0.0242743874572951	0.025	0.001	4.06836741455125e-06	KASUMI2	4.20885061489241e-08	Expanded NK-treated
RPS15	1.78742234024112e-10	-0.111586903258991	1	1	5.33134461423718e-06	KASUMI2	5.43988522371738e-08	Expanded NK-treated
ARPC2	2.46023260695372e-10	0.112090443864944	0.989	0.958	7.33813579676085e-06	KASUMI2	7.38634970657982e-08	Expanded NK-treated
PRF1	2.65096263335791e-10	0.0210339675334828	0.021	0	7.90702624651664e-06	KASUMI2	7.85285824337502e-08	Expanded NK-treated
MAD2L1	4.88033151461757e-10	0.136926078916185	0.687	0.514	1.45565648086498e-05	KASUMI2	1.42666217447709e-07	Expanded NK-treated
NTPCR	7.21426778431479e-10	0.11805992398765	0.72	0.516	2.15179965202757e-05	KASUMI2	2.08155048524833e-07	Expanded NK-treated
XAF1	8.71906705336405e-10	0.0861678033909319	0.207	0.081	2.60063613000689e-05	KASUMI2	2.48348093236653e-07	Expanded NK-treated
PARP14	9.63846012839878e-10	0.11903418296835	0.728	0.528	2.8748635024975e-05	KASUMI2	2.71060340091944e-07	Expanded NK-treated
NCF1	1.33198656593257e-09	0.132935199422162	0.514	0.322	3.97291633020708e-05	KASUMI2	3.69909319191549e-07	Expanded NK-treated
KLRD1	1.38056664671518e-09	0.0276928895479144	0.027	0.002	4.11781613715736e-05	KASUMI2	3.78667273951495e-07	Expanded NK-treated
RPS29	1.63336608382825e-09	-0.0740680323823391	1	1	4.87184101823451e-05	KASUMI2	4.42542613224539e-07	Expanded NK-treated
HLA-DRA	1.76247345615697e-09	0.186042080745083	0.932	0.84	5.2569295776794e-05	KASUMI2	4.68114774271989e-07	Expanded NK-treated
DNAJA1	1.78540909553307e-09	0.109683136778444	0.957	0.863	5.32533970924649e-05	KASUMI2	4.68114774271989e-07	Expanded NK-treated
SET	1.79095988716384e-09	0.133145771228617	0.998	0.986	5.34189605544359e-05	KASUMI2	4.68114774271989e-07	Expanded NK-treated
MT-ND4	1.95462077897813e-09	-0.110666246444299	1	1	5.83004739745806e-05	KASUMI2	5.04951277285547e-07	Expanded NK-treated
GSTO1	2.14256999162164e-09	0.106832842213897	0.94	0.836	6.39064351400988e-05	KASUMI2	5.47143419584575e-07	Expanded NK-treated
RNF213	2.45418069932678e-09	0.119868199595604	0.503	0.311	7.32008477188198e-05	KASUMI2	6.19596961328898e-07	Expanded NK-treated
TRBC1	2.4934262587777e-09	-0.119167226967548	0.083	0.129	7.43714250205625e-05	KASUMI2	6.22432035856901e-07	Expanded NK-treated
UBE2M	2.54377057856742e-09	0.110343584502177	0.783	0.588	7.58730450469305e-05	KASUMI2	6.27943899378138e-07	Expanded NK-treated
PSMA6	2.6218202054138e-09	0.105693023977387	0.988	0.956	7.82010312668774e-05	KASUMI2	6.40098675864597e-07	Expanded NK-treated
SERHL2	2.66610355173988e-09	0.0722741919626214	0.138	0.051	7.95218706377454e-05	KASUMI2	6.43835028358749e-07	Expanded NK-treated
IFI6	2.8206272981272e-09	0.0839864263275794	0.257	0.119	8.41308504212399e-05	KASUMI2	6.73826630994537e-07	Expanded NK-treated
RNASEH1	3.24013543332893e-09	0.0935263190099195	0.6	0.384	9.66435195699019e-05	KASUMI2	7.65809456619881e-07	Expanded NK-treated
IL2RB	3.36679155926771e-09	0.0180165170584923	0.018	0	0.000100421291838278	KASUMI2	7.87368506023691e-07	Expanded NK-treated
CMTM6	3.73107061971278e-09	0.113777295673358	0.642	0.442	0.000111286643374173	KASUMI2	8.54751122363981e-07	Expanded NK-treated
MBD2	3.7318656375436e-09	0.0946656490028713	0.683	0.466	0.000111310356371013	KASUMI2	8.54751122363981e-07	Expanded NK-treated
PSMB4	3.85912232121653e-09	0.0926042973757384	0.856	0.678	0.000115106041474925	KASUMI2	8.74878781739465e-07	Expanded NK-treated
HNRNPF	4.69886119185619e-09	0.099291759071805	0.938	0.849	0.000140152932769495	KASUMI2	1.05449089999464e-06	Expanded NK-treated
PSMA2	5.29244540696335e-09	0.105654187138194	0.887	0.752	0.000157857769153496	KASUMI2	1.17582259606505e-06	Expanded NK-treated
PARP9	7.19445189493337e-09	0.0933346175354495	0.323	0.164	0.000214588916670177	KASUMI2	1.5825657202944e-06	Expanded NK-treated
TOMM40	7.36462289931197e-09	0.117457935690029	0.84	0.688	0.000219664607217778	KASUMI2	1.60411595052955e-06	Expanded NK-treated
CLEC2B	8.00702365309223e-09	0.093123493960577	0.386	0.208	0.000238825494500782	KASUMI2	1.72710722816262e-06	Expanded NK-treated
MT-CYB	8.1895775602743e-09	-0.10734544376292	1	1	0.000244270529890302	KASUMI2	1.7494985063136e-06	Expanded NK-treated
LSM6	8.51621028339239e-09	0.0867062170726463	0.843	0.667	0.000254013004122745	KASUMI2	1.80194898920123e-06	Expanded NK-treated
BBX	8.77560854228317e-09	0.104995406333537	0.645	0.442	0.00026175007599068	KASUMI2	1.83931787720665e-06	Expanded NK-treated
EPSTI1	1.08812494396574e-08	0.0438593934873122	0.065	0.015	0.000324555027036661	KASUMI2	2.25933382056887e-06	Expanded NK-treated
NDUFA9	1.15605379211547e-08	0.104225749591111	0.719	0.533	0.000344816164574281	KASUMI2	2.37815250920642e-06	Expanded NK-treated
APOL2	1.26874311637697e-08	0.0815560371281993	0.2	0.092	0.000378428009321759	KASUMI2	2.58602438683919e-06	Expanded NK-treated
SNHG3	1.38426576284767e-08	0.110735689438429	0.891	0.751	0.000412884949084573	KASUMI2	2.79583931392605e-06	Expanded NK-treated
LGALS9	1.40968123216209e-08	0.0978600981618136	0.385	0.206	0.000420465621116986	KASUMI2	2.82152143558064e-06	Expanded NK-treated
PPIF	1.80067567111526e-08	0.106757371289345	0.557	0.36	0.000537087532423548	KASUMI2	3.5719295879614e-06	Expanded NK-treated
CD3G	2.42761935650358e-08	-0.079979052190974	0.03	0.067	0.000724086025464324	KASUMI2	4.77295745517169e-06	Expanded NK-treated
BAG1	2.48523996180042e-08	0.0983450635747445	0.826	0.645	0.00074127252340621	KASUMI2	4.84338387994034e-06	Expanded NK-treated
CD53	2.57742243870833e-08	0.10391804194036	0.792	0.61	0.000768767790793534	KASUMI2	4.97935602789417e-06	Expanded NK-treated
C1QBP	3.05642342714006e-08	0.097075740425371	0.994	0.98	0.000911639415613066	KASUMI2	5.81627282202523e-06	Expanded NK-treated
STARD7	3.06298744284535e-08	0.102137551962205	0.664	0.457	0.000913597264577484	KASUMI2	5.81627282202523e-06	Expanded NK-treated
MRPS36	3.48285032077013e-08	0.0892876466779796	0.761	0.548	0.00103882976517611	KASUMI2	6.5156238977803e-06	Expanded NK-treated
COX7A2L	3.48993673239346e-08	0.086349805000445	0.848	0.677	0.001040943429171	KASUMI2	6.5156238977803e-06	Expanded NK-treated
EID1	3.82552928543047e-08	0.0776346179682637	0.942	0.826	0.00114104061996535	KASUMI2	7.0826486778674e-06	Expanded NK-treated
RPL29	4.17618060470518e-08	-0.0884779250354546	1	1	0.00124562938896541	KASUMI2	7.66795078468884e-06	Expanded NK-treated
BTN3A2	4.85503913089796e-08	0.0892000490196177	0.362	0.201	0.00144811252157294	KASUMI2	8.70331048690307e-06	Expanded NK-treated
HLA-DPB1	4.85542723821173e-08	0.181408572055867	0.452	0.287	0.00144822828234141	KASUMI2	8.70331048690307e-06	Expanded NK-treated
CXCL10	4.8575887850564e-08	0.0153123949691535	0.016	0	0.00144887300691877	KASUMI2	8.70331048690307e-06	Expanded NK-treated
RPL13	4.99521952592656e-08	-0.0698239267291427	1	1	0.00148992412799812	KASUMI2	8.87830337660083e-06	Expanded NK-treated
LAP3	5.0671749802137e-08	0.0840755541652637	0.674	0.474	0.00151138628134834	KASUMI2	8.93471639169903e-06	Expanded NK-treated
SLC43A3	5.11565695945574e-08	0.105453476554052	0.432	0.268	0.00152584700129686	KASUMI2	8.94917721797073e-06	Expanded NK-treated
SRSF7	5.80344143058663e-08	0.119832291699546	0.958	0.915	0.00173099247550107	KASUMI2	1.00333563386013e-05	Expanded NK-treated
ZCCHC7	5.82573240167247e-08	0.0934358522059555	0.966	0.892	0.00173764120344685	KASUMI2	1.00333563386013e-05	Expanded NK-treated
SELENOH	5.89425330185648e-08	0.0837662267067336	0.98	0.932	0.00175807893234473	KASUMI2	1.00732788928727e-05	Expanded NK-treated
HLA-DPA1	6.12470045339517e-08	0.132194345506216	0.594	0.403	0.00182681440423418	KASUMI2	1.03742324840956e-05	Expanded NK-treated
SAMD9L	6.16374257505795e-08	0.0893991032735222	0.253	0.128	0.00183845949786253	KASUMI2	1.03742324840956e-05	Expanded NK-treated
NME1	6.35844686740735e-08	0.108412142583807	0.977	0.939	0.00189653394714159	KASUMI2	1.06214747408413e-05	Expanded NK-treated
RPIA	6.52777347826887e-08	0.0979290005663056	0.544	0.353	0.00194703899536326	KASUMI2	1.08229509975149e-05	Expanded NK-treated
UHRF1	6.64642879295288e-08	0.106490422942163	0.797	0.643	0.00198243031607406	KASUMI2	1.08682885964777e-05	Expanded NK-treated
HLA-DRB1	6.65295606571978e-08	0.1241578372845	0.605	0.414	0.00198437720572224	KASUMI2	1.08682885964777e-05	Expanded NK-treated
BAZ1A	6.98683062860108e-08	0.100874524203122	0.851	0.712	0.00208396197159284	KASUMI2	1.13075726797954e-05	Expanded NK-treated
UBC	7.0236531926532e-08	0.113679522234648	0.976	0.932	0.00209494503777267	KASUMI2	1.13075726797954e-05	Expanded NK-treated
NAA20	8.46077690233456e-08	0.0870588043870455	0.733	0.534	0.00252359592665933	KASUMI2	1.35232431970624e-05	Expanded NK-treated
GBP5	9.62971794128755e-08	0.0277059722381324	0.029	0.004	0.00287225597034784	KASUMI2	1.52816745358275e-05	Expanded NK-treated
CD72	1.03171573162919e-07	0.115254788827787	0.472	0.31	0.00307729851273038	KASUMI2	1.62564740493657e-05	Expanded NK-treated
PSMA4	1.19410476504443e-07	0.0920935810082477	0.956	0.882	0.00356165628269803	KASUMI2	1.86826940598536e-05	Expanded NK-treated
PBRM1	1.27999291755288e-07	0.0929561376180774	0.677	0.485	0.00381783487518497	KASUMI2	1.98864354190715e-05	Expanded NK-treated
CENPB	1.29163547293767e-07	0.0756059755598746	0.324	0.167	0.0038525611251312	KASUMI2	1.99279620154558e-05	Expanded NK-treated
CERS6	1.40350883005826e-07	0.0901874314682076	0.475	0.295	0.00418624578741477	KASUMI2	2.12884528887998e-05	Expanded NK-treated
DNPEP	1.40671535953608e-07	0.090760549955313	0.475	0.286	0.00419580990288827	KASUMI2	2.12884528887998e-05	Expanded NK-treated
IL32	1.40856217070422e-07	0.0603411663354417	0.136	0.052	0.00420131838655948	KASUMI2	2.12884528887998e-05	Expanded NK-treated
PSMB1	1.57334284927669e-07	0.0991367837955477	0.964	0.92	0.0046928097165376	KASUMI2	2.36182149205272e-05	Expanded NK-treated
KCNJ16	1.7451860585072e-07	0.0638263008072867	0.089	0.03	0.00520536645670942	KASUMI2	2.59494167819426e-05	Expanded NK-treated
STRAP	1.75199735215888e-07	0.0809943602048753	0.784	0.599	0.0052256825022843	KASUMI2	2.59494167819426e-05	Expanded NK-treated
CNBP	1.80633119838485e-07	0.0849732665174432	0.947	0.863	0.0053877440654225	KASUMI2	2.65769935327922e-05	Expanded NK-treated
KLRC1	1.82393911718686e-07	0.0156036703987629	0.014	0	0.00544026320483325	KASUMI2	2.66595101095661e-05	Expanded NK-treated
MX1	1.84231527371029e-07	0.0561458228890871	0.096	0.033	0.00549507376689569	KASUMI2	2.67521035529553e-05	Expanded NK-treated
UBE2I	1.97188702325194e-07	0.0794057886136956	0.93	0.83	0.00588154742425355	KASUMI2	2.84476714257067e-05	Expanded NK-treated
HSPA14.1	2.06899268649014e-07	0.0858030912823063	0.383	0.218	0.00617118448599413	KASUMI2	2.96560067843557e-05	Expanded NK-treated
SEPTIN11	2.28976807588154e-07	0.101557894431762	0.821	0.675	0.00682969123993186	KASUMI2	3.26101136806796e-05	Expanded NK-treated
HSP90AA1	2.38876870178366e-07	0.104955797748784	1	0.999	0.00712498040681013	KASUMI2	3.38033593933297e-05	Expanded NK-treated
MTRNR2L12	2.43414268968582e-07	0.149283607254695	0.947	0.87	0.00726031740052589	KASUMI2	3.42274355295885e-05	Expanded NK-treated
OPTN	2.62167118454229e-07	0.0701519389000237	0.193	0.085	0.00781965864213429	KASUMI2	3.66324960421233e-05	Expanded NK-treated
RPS28	2.72257709710241e-07	-0.0823795999471297	1	1	0.00812063070752735	KASUMI2	3.78046846039526e-05	Expanded NK-treated
CD3D	2.83593304521745e-07	-0.112131053686499	0.113	0.138	0.00845873749397009	KASUMI2	3.91341145749044e-05	Expanded NK-treated
CISD1	3.18007224406998e-07	0.085084769830323	0.722	0.533	0.00948520148238752	KASUMI2	4.36121389175942e-05	Expanded NK-treated
COX7A2	3.66304698090165e-07	0.0805358829036185	0.965	0.89	0.0109257702299354	KASUMI2	4.99275550764982e-05	Expanded NK-treated
RPL28	3.84316977050846e-07	-0.0642439702714261	1	1	0.0114630224744956	KASUMI2	5.2063233409382e-05	Expanded NK-treated
MANF	3.90367386068573e-07	0.110731876583991	0.776	0.63	0.0116434880242673	KASUMI2	5.25560406037691e-05	Expanded NK-treated
EIF1AX	3.92685904497712e-07	0.0907225894471855	0.923	0.837	0.0117126424734533	KASUMI2	5.25560406037691e-05	Expanded NK-treated
TRIM44	4.31017152045909e-07	0.0882841579460223	0.723	0.538	0.0128559485940733	KASUMI2	5.73407668682871e-05	Expanded NK-treated
SLIRP	4.35356822650792e-07	0.078044319706482	0.927	0.83	0.0129853879492052	KASUMI2	5.75733483859086e-05	Expanded NK-treated
RRP7A	4.48835330817586e-07	0.0864626217210173	0.698	0.505	0.0133874114122961	KASUMI2	5.90045831051734e-05	Expanded NK-treated
ABT1	4.52214211726878e-07	0.0834899637586771	0.462	0.283	0.0134881932931776	KASUMI2	5.90990773055062e-05	Expanded NK-treated
GLRX3	4.59863799486065e-07	0.0787678097854618	0.807	0.638	0.0137163575472709	KASUMI2	5.97473335273796e-05	Expanded NK-treated
IGLC7	5.37856303744627e-07	-0.124843934137908	0.089	0.12	0.016042639971791	KASUMI2	6.93458098380434e-05	Expanded NK-treated
IER3IP1	5.39984025835239e-07	0.0829866817600679	0.646	0.465	0.0161061035385877	KASUMI2	6.93458098380434e-05	Expanded NK-treated
CD47	5.52040941923272e-07	0.0807805256902483	0.781	0.606	0.0164657251747454	KASUMI2	7.04867448661456e-05	Expanded NK-treated
GLRX5	5.67315719565725e-07	0.0703173135439985	0.942	0.842	0.0169213259674869	KASUMI2	7.20231619519527e-05	Expanded NK-treated
SUMO1	5.77756700661204e-07	0.0613030645720352	0.88	0.719	0.0172327491106217	KASUMI2	7.29319353328976e-05	Expanded NK-treated
PSMB8-AS1	5.91809585224482e-07	0.0808048096932551	0.345	0.196	0.0176519044984906	KASUMI2	7.42838053950979e-05	Expanded NK-treated
PIK3AP1	6.01847267576782e-07	0.0809728048187525	0.631	0.438	0.0179512984500127	KASUMI2	7.49805358676511e-05	Expanded NK-treated
FCER1G	6.04110182306772e-07	0.0361512821841407	0.054	0.015	0.0180187944076641	KASUMI2	7.49805358676511e-05	Expanded NK-treated
USP30-AS1	6.17579573687291e-07	0.0339399480302425	0.052	0.012	0.0184205459443708	KASUMI2	7.61969906435237e-05	Expanded NK-treated
NEXN	6.20770369828411e-07	0.079066317612308	0.349	0.189	0.018515717820872	KASUMI2	7.61969906435237e-05	Expanded NK-treated
ETV7	6.40865300675977e-07	0.0306270432163976	0.05	0.01	0.0191150893232624	KASUMI2	7.82313427753746e-05	Expanded NK-treated
ECHS1	6.61086796694534e-07	0.0694009477162696	0.912	0.786	0.0197182358850079	KASUMI2	8.02588271156418e-05	Expanded NK-treated
SRSF3	7.30973444827752e-07	0.118397139453094	0.983	0.972	0.0218027449388774	KASUMI2	8.82610707811857e-05	Expanded NK-treated
IL2RG	7.42584858048431e-07	0.0825299159489968	0.229	0.116	0.0221490785610105	KASUMI2	8.91784204933081e-05	Expanded NK-treated
TPRN	8.16059700394054e-07	0.0655234513940578	0.242	0.117	0.0243406126836535	KASUMI2	9.74752600196489e-05	Expanded NK-treated
HSPE1	8.44541701843661e-07	0.108735799725335	0.987	0.961	0.0251901453408909	KASUMI2	0.000100337876951126	Expanded NK-treated
TCP1	8.79279019759945e-07	0.0728861204708002	0.872	0.729	0.0262262553223799	KASUMI2	0.000103637378782593	Expanded NK-treated
CD74	8.83256313711754e-07	0.108304648514738	0.987	0.961	0.0263448860690805	KASUMI2	0.000103637378782593	Expanded NK-treated
GNL3	8.86307870940844e-07	0.0835700159190473	0.831	0.68	0.0264359048665525	KASUMI2	0.000103637378782593	Expanded NK-treated
ATP5F1B	9.15478332325941e-07	0.0746866605074286	0.991	0.97	0.0273059722182858	KASUMI2	0.000106487864446521	Expanded NK-treated
STOML2	9.45489572279739e-07	0.0867429953756438	0.839	0.689	0.0282011174723878	KASUMI2	0.00010940594701739	Expanded NK-treated
KLRK1	9.69724810915632e-07	0.0315703116151651	0.044	0.009	0.0289239819351805	KASUMI2	0.00011162889183478	Expanded NK-treated
PSMD7	1.03736543124927e-06	0.0660598228998297	0.879	0.733	0.030941498717872	KASUMI2	0.000118799730856006	Expanded NK-treated
GZMA	1.04336945370451e-06	0.12429382248985	0.305	0.171	0.0311205806956444	KASUMI2	0.000118874559758734	Expanded NK-treated
MRPL51	1.08222588178158e-06	0.0667391217171529	0.969	0.897	0.0322795513758992	KASUMI2	0.000122672512324191	Expanded NK-treated
TSC22D4	1.1686825051852e-06	0.0695085259321613	0.827	0.651	0.0348582930821589	KASUMI2	0.000131800097551774	Expanded NK-treated
