gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_line	p_adj	condition
AP000553.2	0.437726805219714	-0.00743599399136017	0.02	0.019	1	KASUMI2	0.668934958836593	Expanded NK-treated
LINC00926	0.437761239101182	0.00141061520269822	0.054	0.033	1	KASUMI2	0.668941567446933	Expanded NK-treated
CLEC18A	0.437867810465183	-0.00203788626342782	0.002	0.003	1	KASUMI2	0.669058400626201	Expanded NK-treated
PPP2R5D	0.437957326551347	-0.00375264439204509	0.163	0.112	1	KASUMI2	0.669149159204407	Expanded NK-treated
TBC1D25	0.438074029137624	-0.019422554252859	0.072	0.059	1	KASUMI2	0.669281440334933	Expanded NK-treated
AC136424.1	0.438109240978057	0.00116482181522682	0.002	0.001	1	KASUMI2	0.669284561147635	Expanded NK-treated
STYXL1	0.438136321615484	0.000232836587327367	0.13	0.087	1	KASUMI2	0.669284561147635	Expanded NK-treated
UIMC1	0.438332239326804	-0.0550224016925318	0.318	0.251	1	KASUMI2	0.669537804133628	Expanded NK-treated
TPTE	0.438386173962781	0.00185504636032424	0.008	0.004	1	KASUMI2	0.669574152820783	Expanded NK-treated
ARMCX5	0.438455134522208	-0.00172395038113224	0.1	0.065	1	KASUMI2	0.669633444949466	Expanded NK-treated
AC009432.2	0.438566944513579	-0.00526077291560629	0.001	0.002	1	KASUMI2	0.669758166501112	Expanded NK-treated
NUP153	0.438712172423116	-0.0217962639937143	0.419	0.313	1	KASUMI2	0.669933901623779	Expanded NK-treated
ASCL2	0.438871228804138	-0.00135528166196699	0	0.001	1	KASUMI2	0.670130727858524	Expanded NK-treated
U62317.4	0.439107077882961	-0.00146198548761886	0	0.001	1	KASUMI2	0.670444776944934	Expanded NK-treated
ABHD13	0.439282658533584	-0.0368288655032648	0.166	0.126	1	KASUMI2	0.670666769147927	Expanded NK-treated
FAM177B	0.439335411877136	-0.00206672589895078	0.002	0.003	1	KASUMI2	0.670701219382556	Expanded NK-treated
NUDT11	0.439388039680354	-0.00347412794646895	0.005	0.007	1	KASUMI2	0.670735473242986	Expanded NK-treated
INE2	0.439431951012373	0.00129965669125705	0.002	0.001	1	KASUMI2	0.670756417426444	Expanded NK-treated
PANK2	0.439486561756256	-0.0244386236450074	0.317	0.219	1	KASUMI2	0.670793689374741	Expanded NK-treated
KCNQ3	0.439636631227831	-0.00394190375688586	0.001	0.002	1	KASUMI2	0.670976646011452	Expanded NK-treated
ACRV1	0.439713195853516	-0.00217577893409757	0.002	0.003	1	KASUMI2	0.671022643349142	Expanded NK-treated
MATN2	0.439727175789718	-0.00129100596528495	0	0.001	1	KASUMI2	0.671022643349142	Expanded NK-treated
AC104653.1	0.439891756491033	-0.0037759958900936	0.004	0.004	1	KASUMI2	0.671227689145693	Expanded NK-treated
LINC01311	0.440092655605014	-0.00891269110182578	0.025	0.022	1	KASUMI2	0.671469792430261	Expanded NK-treated
UBE2G1	0.440200043068495	-0.0269744172320138	0.478	0.354	1	KASUMI2	0.671469792430261	Expanded NK-treated
TSPAN12	0.440245810490274	-0.00293641872842574	0.004	0.005	1	KASUMI2	0.671469792430261	Expanded NK-treated
AC125603.2	0.440266530216976	-0.00149735169121125	0	0.001	1	KASUMI2	0.671469792430261	Expanded NK-treated
AC068587.4	0.440271311004961	-0.00822238296635425	0.332	0.254	1	KASUMI2	0.671469792430261	Expanded NK-treated
ZNF474	0.440288922316025	0.00116560841274111	0.003	0.001	1	KASUMI2	0.671469792430261	Expanded NK-treated
ALKBH6	0.440291644931714	-0.0159452868528717	0.066	0.053	1	KASUMI2	0.671469792430261	Expanded NK-treated
AL627309.5	0.440292205793944	-0.00394276518434207	0.006	0.006	1	KASUMI2	0.671469792430261	Expanded NK-treated
GOLGA2	0.440385325226642	-0.0514088317149049	0.299	0.234	1	KASUMI2	0.671565705989451	Expanded NK-treated
BX088651.4	0.440672824758297	0.0013229949988733	0.003	0.001	1	KASUMI2	0.671958006016134	Expanded NK-treated
P2RY1	0.440861767335365	-0.00449901651251311	0.006	0.007	1	KASUMI2	0.672199978374155	Expanded NK-treated
ACAT2	0.440912104999233	-0.0158449230227729	0.682	0.588	1	KASUMI2	0.672230595441117	Expanded NK-treated
ABHD6	0.440943515473863	0.00137245497921673	0.07	0.045	1	KASUMI2	0.672232353206808	Expanded NK-treated
ATRNL1	0.441049975346067	-0.00257162054295676	0.213	0.152	1	KASUMI2	0.672348518063921	Expanded NK-treated
AC011317.1	0.441281369322023	-0.00294061716565535	0.003	0.004	1	KASUMI2	0.672655106842359	Expanded NK-treated
AL596325.1	0.441652099431769	-0.00243148979624554	0	0.001	1	KASUMI2	0.673174032181368	Expanded NK-treated
DLEC1	0.441780556848707	0.00112943612392454	0.002	0.001	1	KASUMI2	0.67325736317382	Expanded NK-treated
EFNA2	0.441792097071093	-0.0157968465160727	0.051	0.04	1	KASUMI2	0.67325736317382	Expanded NK-treated
CPT1B	0.441826350259393	0.0026997451749627	0.029	0.017	1	KASUMI2	0.67325736317382	Expanded NK-treated
AL590550.1	0.441827985554948	0.00205214637779761	0.004	0.003	1	KASUMI2	0.67325736317382	Expanded NK-treated
BTK	0.441883551439918	-0.108060773970699	0.661	0.539	1	KASUMI2	0.673295855040166	Expanded NK-treated
AC006027.1	0.4419968168239	-0.00229687279053219	0.001	0.002	1	KASUMI2	0.673422252048867	Expanded NK-treated
OR52H1	0.442117086030709	-0.00292074786118179	0.002	0.003	1	KASUMI2	0.673559301950508	Expanded NK-treated
PLK1	0.442344643651082	-0.0649659750531801	0.219	0.189	1	KASUMI2	0.673859774272908	Expanded NK-treated
PRSS23	0.442416887381349	-0.00186792125122623	0.001	0.002	1	KASUMI2	0.673873886113559	Expanded NK-treated
PHF13	0.442441043794013	-0.00513395195440251	0.097	0.057	1	KASUMI2	0.673873886113559	Expanded NK-treated
FILIP1L	0.442444901505085	-0.0645370510072046	0.331	0.291	1	KASUMI2	0.673873886113559	Expanded NK-treated
AC002044.1	0.442534646596415	-0.00394087484368423	0.004	0.004	1	KASUMI2	0.673964370950956	Expanded NK-treated
F11R	0.442657827721524	-0.0357731975715947	0.113	0.086	1	KASUMI2	0.674105761771822	Expanded NK-treated
ITGB2	0.442691575628287	-0.0055074357443802	0.178	0.122	1	KASUMI2	0.674110948302512	Expanded NK-treated
UBE2Q2L	0.442776293345663	0.00213411832914803	0.01	0.006	1	KASUMI2	0.674193743352793	Expanded NK-treated
LINC00892	0.442821244793987	-0.00212876843615662	0.001	0.002	1	KASUMI2	0.674215981057293	Expanded NK-treated
KMT2D	0.442912179480325	-0.00898672516585805	0.231	0.162	1	KASUMI2	0.674262277925678	Expanded NK-treated
FOXN3-AS2	0.44292326016462	-0.00262016161606391	0.003	0.004	1	KASUMI2	0.674262277925678	Expanded NK-treated
METAP1	0.44294269911893	-0.00617674564076171	0.398	0.304	1	KASUMI2	0.674262277925678	Expanded NK-treated
KCTD21-AS1	0.442988856886183	-0.015966007840607	0.053	0.042	1	KASUMI2	0.674286341013999	Expanded NK-treated
AC002310.2	0.443060415659608	0.00204891943181141	0.011	0.006	1	KASUMI2	0.674349061773619	Expanded NK-treated
CCDC122	0.443106529412739	0.000991277580342093	0.084	0.054	1	KASUMI2	0.674373048634252	Expanded NK-treated
AL592494.1	0.443148123460126	-0.00234503391885467	0	0.001	1	KASUMI2	0.67439015404573	Expanded NK-treated
GORASP1	0.443193298318718	0.0033832020985997	0.078	0.051	1	KASUMI2	0.674412706078559	Expanded NK-treated
AL670729.2	0.443295843805127	-0.00254414439013815	0	0.001	1	KASUMI2	0.674476635389246	Expanded NK-treated
MYL9	0.443296026914244	0.00277322869103389	0.019	0.011	1	KASUMI2	0.674476635389246	Expanded NK-treated
FFAR1	0.443459031925655	0.00267719006684674	0.013	0.007	1	KASUMI2	0.674673395607102	Expanded NK-treated
AL033504.1	0.443513802533678	-0.00109717093364451	0	0.001	1	KASUMI2	0.674673395607102	Expanded NK-treated
RUFY2	0.443516448793344	-0.00145609666938284	0.155	0.105	1	KASUMI2	0.674673395607102	Expanded NK-treated
KCNJ15	0.443588850096884	-0.00385661682255001	0.006	0.007	1	KASUMI2	0.674737332781219	Expanded NK-treated
TMEM71	0.443651965105342	-0.00539885195465989	0.01	0.009	1	KASUMI2	0.674741078190867	Expanded NK-treated
AL512791.2	0.443655049130572	0.00140165007072556	0.003	0.001	1	KASUMI2	0.674741078190867	Expanded NK-treated
BTBD2	0.443682423877678	-0.00984246689682861	0.201	0.138	1	KASUMI2	0.674741078190867	Expanded NK-treated
CD180	0.443796537901107	-0.00424133701359656	0.012	0.013	1	KASUMI2	0.674852829589478	Expanded NK-treated
CAPN15	0.443839295272067	-0.00263285090181792	0.157	0.105	1	KASUMI2	0.674852829589478	Expanded NK-treated
HNRNPL	0.443863872067402	-0.0343708815520336	0.731	0.611	1	KASUMI2	0.674852829589478	Expanded NK-treated
MAPK13	0.443877409136744	0.00206208127658341	0.037	0.022	1	KASUMI2	0.674852829589478	Expanded NK-treated
CDPF1	0.443958381124618	0.00151745817578772	0.079	0.052	1	KASUMI2	0.674927140442922	Expanded NK-treated
MST1	0.44398704404615	-0.00384854607730146	0.003	0.004	1	KASUMI2	0.674927140442922	Expanded NK-treated
TMEM126A	0.444073907986675	-0.0415179945312782	0.584	0.454	1	KASUMI2	0.674939939691812	Expanded NK-treated
AC010245.1	0.444096339910147	-0.00214504475695147	0.001	0.002	1	KASUMI2	0.674939939691812	Expanded NK-treated
RGPD2	0.444110345682137	-0.00195130521552182	0.001	0.002	1	KASUMI2	0.674939939691812	Expanded NK-treated
ETV2	0.444116981516613	-0.00792533197035678	0.019	0.017	1	KASUMI2	0.674939939691812	Expanded NK-treated
NCAPG	0.444221480251022	-0.067623714550753	0.447	0.391	1	KASUMI2	0.675052573648219	Expanded NK-treated
MXRA8	0.444306810423207	-0.00142229941414026	0.001	0.002	1	KASUMI2	0.675114542369706	Expanded NK-treated
TRAK1	0.44432303364675	-0.0196213237682095	0.278	0.191	1	KASUMI2	0.675114542369706	Expanded NK-treated
SIK1B	0.444588774432455	-0.0013590828897467	0	0.001	1	KASUMI2	0.675472119371254	Expanded NK-treated
AIM2	0.444682970163257	0.0016850980812753	0.003	0.002	1	KASUMI2	0.675537396779506	Expanded NK-treated
GPR68	0.444692552005234	0.00172913342868532	0.008	0.004	1	KASUMI2	0.675537396779506	Expanded NK-treated
PPTC7	0.444749730342922	-0.0084514937099931	0.227	0.159	1	KASUMI2	0.675578063655729	Expanded NK-treated
AC017104.3	0.445033636877245	0.000936215628792441	0.002	0.001	1	KASUMI2	0.675950088564895	Expanded NK-treated
ASTN2	0.445062520203628	0.00137404914229013	0.012	0.006	1	KASUMI2	0.675950088564895	Expanded NK-treated
NSUN7	0.4450859182435	0.00345840507833921	0.016	0.01	1	KASUMI2	0.675950088564895	Expanded NK-treated
IFNGR2	0.445155689465597	-0.00664625660571791	0.169	0.112	1	KASUMI2	0.676009839566451	Expanded NK-treated
ZNF668	0.445367556771375	-0.00338079164747929	0.134	0.088	1	KASUMI2	0.676285353618321	Expanded NK-treated
MAPRE3	0.44546230655735	-0.001943072894365	0.001	0.002	1	KASUMI2	0.676383000600373	Expanded NK-treated
GTF2H4	0.44550377118505	-0.0086249077109983	0.193	0.13	1	KASUMI2	0.676399732414287	Expanded NK-treated
AC006329.1	0.445574775916265	0.00228558169713542	0.007	0.004	1	KASUMI2	0.676431559912394	Expanded NK-treated
UBE2J2	0.445615229765145	-0.0206470317688333	0.458	0.345	1	KASUMI2	0.676431559912394	Expanded NK-treated
SLC7A6	0.445616073766836	-0.0121163307915291	0.246	0.169	1	KASUMI2	0.676431559912394	Expanded NK-treated
TRAPPC6B	0.445764610049132	-0.0076641487578166	0.171	0.111	1	KASUMI2	0.676610804226383	Expanded NK-treated
FTCD	0.445808966735519	-0.00236746483979212	0.002	0.003	1	KASUMI2	0.67661886767414	Expanded NK-treated
ABCA10	0.445885749595384	-0.00230074622579804	0.001	0.002	1	KASUMI2	0.67661886767414	Expanded NK-treated
SSTR2	0.44593740069493	0.00709443226968245	0.02	0.015	1	KASUMI2	0.67661886767414	Expanded NK-treated
AGMO	0.445956400831326	-0.00113722292647095	0	0.001	1	KASUMI2	0.67661886767414	Expanded NK-treated
OR2L2	0.445996577972067	-0.00575042677901436	0.013	0.013	1	KASUMI2	0.67661886767414	Expanded NK-treated
AC005840.4	0.446009977519162	0.00229474080495045	0.009	0.005	1	KASUMI2	0.67661886767414	Expanded NK-treated
CT66	0.446013562940361	0.00189204490951494	0.007	0.004	1	KASUMI2	0.67661886767414	Expanded NK-treated
AL157834.1	0.446088163058808	-0.0113804348224898	0.03	0.026	1	KASUMI2	0.67661886767414	Expanded NK-treated
AC022966.2	0.446093997732954	-0.00249813612191539	0.002	0.004	1	KASUMI2	0.67661886767414	Expanded NK-treated
SUSD6	0.446100225752256	-0.0148217703960927	0.219	0.146	1	KASUMI2	0.67661886767414	Expanded NK-treated
AC135782.1	0.446104927474043	-0.00201656242724405	0.001	0.002	1	KASUMI2	0.67661886767414	Expanded NK-treated
WNT9A	0.446174471061567	-0.00750121896072054	0.019	0.018	1	KASUMI2	0.676678150288404	Expanded NK-treated
AC006064.5	0.44625876445988	-0.00191438876739006	0.001	0.002	1	KASUMI2	0.676746589063399	Expanded NK-treated
RMI1	0.446289776803773	-0.0661833718513438	0.44	0.357	1	KASUMI2	0.676746589063399	Expanded NK-treated
LCN15	0.446342830487605	-0.00136686059172054	0.001	0.002	1	KASUMI2	0.676746589063399	Expanded NK-treated
CAPN14	0.446356933865262	0.000743423237743722	0.002	0.001	1	KASUMI2	0.676746589063399	Expanded NK-treated
AC108704.1	0.446371900622724	-0.00149577694997866	0	0.001	1	KASUMI2	0.676746589063399	Expanded NK-treated
HSPA6	0.44645132437425	-0.00222677915365749	0.001	0.003	1	KASUMI2	0.67682081703328	Expanded NK-treated
GSTZ1	0.446571354209251	-0.0116957314005798	0.291	0.21	1	KASUMI2	0.676946311075537	Expanded NK-treated
Z73420.1	0.446612440069518	-0.00150794139638863	0	0.001	1	KASUMI2	0.676946311075537	Expanded NK-treated
ZNF234	0.44664249741451	-0.000208179821052382	0.104	0.068	1	KASUMI2	0.676946311075537	Expanded NK-treated
ZNF517	0.446655982988535	0.00218269855124506	0.015	0.007	1	KASUMI2	0.676946311075537	Expanded NK-treated
RASL11A	0.446749846687789	0.00125726491911043	0.003	0.001	1	KASUMI2	0.67704238361955	Expanded NK-treated
PALD1	0.446825242065596	-0.0018362704431846	0.162	0.109	1	KASUMI2	0.677110456515336	Expanded NK-treated
SEL1L2	0.446897136389826	-0.0022850717097882	0	0.001	1	KASUMI2	0.677171378507099	Expanded NK-treated
AC092384.3	0.446926404242229	-0.00113000757885299	0	0.001	1	KASUMI2	0.677171378507099	Expanded NK-treated
AC024940.6	0.447074931264815	-0.00438428967992245	0.005	0.005	1	KASUMI2	0.677350228308128	Expanded NK-treated
FCHO2	0.447117385642377	0.00243192248083297	0.022	0.013	1	KASUMI2	0.677368357096262	Expanded NK-treated
CCNK	0.447169320294858	-0.0185508841611177	0.405	0.299	1	KASUMI2	0.677400844742319	Expanded NK-treated
OPN3	0.44721616347806	-0.0122880069362085	0.218	0.148	1	KASUMI2	0.677406567781144	Expanded NK-treated
GAS5-AS1	0.447234079138219	0.00259417332185059	0.007	0.004	1	KASUMI2	0.677406567781144	Expanded NK-treated
EID2B	0.4472819212132	-0.0221162709953541	0.097	0.077	1	KASUMI2	0.677432847746517	Expanded NK-treated
AC016168.2	0.447352736653066	0.00135547946170949	0.003	0.001	1	KASUMI2	0.677493916170496	Expanded NK-treated
COG1	0.44743639258234	-0.000584893450716412	0.085	0.052	1	KASUMI2	0.677574421239306	Expanded NK-treated
NPR3	0.447559818322803	0.00198762052505677	0.004	0.002	1	KASUMI2	0.67771513656473	Expanded NK-treated
PERP	0.447735156161949	-0.0020551288276697	0.001	0.002	1	KASUMI2	0.677934434979215	Expanded NK-treated
IL18R1	0.447889521498691	-0.00278867541423986	0.001	0.002	1	KASUMI2	0.678121950329591	Expanded NK-treated
CHRNA7	0.448158307439308	-0.00723971329001877	0.017	0.014	1	KASUMI2	0.678482665511353	Expanded NK-treated
POU2AF1	0.448300772419347	-0.0158532133606669	0.234	0.165	1	KASUMI2	0.678612541056977	Expanded NK-treated
AC007163.1	0.448305183647353	-0.00164233212005911	0.001	0.002	1	KASUMI2	0.678612541056977	Expanded NK-treated
AC134349.1	0.448537924280149	-0.00286080217430598	0	0.001	1	KASUMI2	0.678853466073328	Expanded NK-treated
ERICH6-AS1	0.448547504303835	-0.0189459233172442	0.05	0.038	1	KASUMI2	0.678853466073328	Expanded NK-treated
RN7SL832P	0.448556010350473	0.0016687349331037	0.013	0.007	1	KASUMI2	0.678853466073328	Expanded NK-treated
SLC16A2	0.448595970325652	0.000618639489394154	0.088	0.058	1	KASUMI2	0.678867697890131	Expanded NK-treated
VWA1	0.44867493644746	0.00286047528116312	0.084	0.057	1	KASUMI2	0.678868884999271	Expanded NK-treated
AC125437.1	0.448688595657123	-0.00326301871072585	0.005	0.005	1	KASUMI2	0.678868884999271	Expanded NK-treated
PIGU	0.448704958768839	-0.00197717066084699	0.149	0.1	1	KASUMI2	0.678868884999271	Expanded NK-treated
NHLRC4	0.448718979889917	-0.00997479267688797	0.022	0.019	1	KASUMI2	0.678868884999271	Expanded NK-treated
AP000763.3	0.448901776689513	0.00206677625487276	0.013	0.007	1	KASUMI2	0.679087204911915	Expanded NK-treated
C9orf85	0.448924417272417	-0.0201280812185077	0.332	0.233	1	KASUMI2	0.679087204911915	Expanded NK-treated
AMY2B	0.448964812636569	0.00186029770077396	0.011	0.006	1	KASUMI2	0.679087758607094	Expanded NK-treated
FTSJ3	0.449034820050557	-0.0196034673904409	0.428	0.318	1	KASUMI2	0.679087758607094	Expanded NK-treated
RDM1	0.449040009239988	-0.00607348726474195	0.016	0.016	1	KASUMI2	0.679087758607094	Expanded NK-treated
ODF3B	0.449099921974702	-0.00469980952170063	0.005	0.006	1	KASUMI2	0.679087758607094	Expanded NK-treated
RASGRP2	0.449106674724241	-0.0784012160828937	0.643	0.535	1	KASUMI2	0.679087758607094	Expanded NK-treated
PSTK	0.449122151362447	-0.0115626279421341	0.15	0.095	1	KASUMI2	0.679087758607094	Expanded NK-treated
PGM1	0.449197981888995	-0.00836387790554194	0.26	0.183	1	KASUMI2	0.679087758607094	Expanded NK-treated
HTR2B	0.449202860323342	0.00152569280905333	0.003	0.001	1	KASUMI2	0.679087758607094	Expanded NK-treated
A1BG-AS1	0.449226809297884	-0.00754260946954864	0.104	0.064	1	KASUMI2	0.679087758607094	Expanded NK-treated
LGALS8-AS1	0.449230444625668	-0.00225543023128297	0.002	0.003	1	KASUMI2	0.679087758607094	Expanded NK-treated
LGALS1	0.44932243945832	0.0132414137811285	0.412	0.313	1	KASUMI2	0.679157299851628	Expanded NK-treated
TMEM210	0.449337586106093	-0.0126817792662561	0.043	0.037	1	KASUMI2	0.679157299851628	Expanded NK-treated
GSTM1	0.449559220389582	-0.00697650296276989	0.019	0.018	1	KASUMI2	0.679411994235034	Expanded NK-treated
EFCAB3	0.449663708311972	-0.00160116436527913	0	0.001	1	KASUMI2	0.679411994235034	Expanded NK-treated
BX890604.2	0.449714432808205	-0.00237003150354648	0.136	0.09	1	KASUMI2	0.679411994235034	Expanded NK-treated
RALGAPA2	0.449738975225426	-0.0291498217390984	0.135	0.105	1	KASUMI2	0.679411994235034	Expanded NK-treated
PTPRA	0.449744097090911	-0.0228219013369704	0.58	0.467	1	KASUMI2	0.679411994235034	Expanded NK-treated
ADAMTS17	0.449775806183387	-0.00374003068831977	0.007	0.007	1	KASUMI2	0.679411994235034	Expanded NK-treated
AL161640.3	0.449783040084961	-0.00327617436840059	0.003	0.004	1	KASUMI2	0.679411994235034	Expanded NK-treated
HECW1-IT1	0.449800070664346	-0.000193060704738124	0.026	0.012	1	KASUMI2	0.679411994235034	Expanded NK-treated
SUCLA2	0.449808179601341	-0.0603709545397871	0.396	0.312	1	KASUMI2	0.679411994235034	Expanded NK-treated
CD79A	0.449811901841073	-0.0288189781430308	0.878	0.801	1	KASUMI2	0.679411994235034	Expanded NK-treated
MAK	0.450005863509356	-0.00283492783334738	0.003	0.004	1	KASUMI2	0.679621894465321	Expanded NK-treated
MUS81	0.450050077859897	-0.0175194015011579	0.368	0.272	1	KASUMI2	0.679621894465321	Expanded NK-treated
NSMAF	0.450058199437869	-0.00671014265922593	0.201	0.141	1	KASUMI2	0.679621894465321	Expanded NK-treated
CACNA1D	0.450076797242572	0.00142452542793768	0.004	0.002	1	KASUMI2	0.679621894465321	Expanded NK-treated
AC104823.1	0.450103819379878	0.00102474822032846	0.003	0.001	1	KASUMI2	0.679621894465321	Expanded NK-treated
SOS1-IT1	0.450339679127324	0.00271067378194544	0.014	0.008	1	KASUMI2	0.679931814554655	Expanded NK-treated
FAM184A	0.450491065829926	-0.00276939113538984	0.002	0.003	1	KASUMI2	0.680114162105427	Expanded NK-treated
MESTIT1	0.450627222592019	0.000867108511707553	0.002	0.001	1	KASUMI2	0.680273493533118	Expanded NK-treated
AC011466.1	0.450768894158838	0.00210705374863728	0.005	0.003	1	KASUMI2	0.680412031933114	Expanded NK-treated
RBP5	0.450780361994399	0.00135388339844032	0.001	0.001	1	KASUMI2	0.680412031933114	Expanded NK-treated
SLC26A6	0.450810870507064	-0.0161133984576755	0.055	0.046	1	KASUMI2	0.680412031933114	Expanded NK-treated
AC087277.2	0.451323198927239	-0.0020331193581079	0	0.001	1	KASUMI2	0.681132731736826	Expanded NK-treated
SAT2	0.451349690625627	-0.0177964956649815	0.319	0.227	1	KASUMI2	0.681132731736826	Expanded NK-treated
DDO	0.451443880150551	-0.00296311306925188	0.003	0.004	1	KASUMI2	0.681228600509732	Expanded NK-treated
B4GALNT3	0.45150405653566	-0.00164895746911308	0	0.001	1	KASUMI2	0.68127313393458	Expanded NK-treated
MMGT1	0.451718400493789	-0.0108854148791923	0.199	0.129	1	KASUMI2	0.681550268507335	Expanded NK-treated
PDHB	0.451782774286787	-0.0243050508783697	0.657	0.54	1	KASUMI2	0.681577885646329	Expanded NK-treated
NCSTN	0.451798061030449	-0.00708243548636839	0.23	0.163	1	KASUMI2	0.681577885646329	Expanded NK-treated
SOX9-AS1	0.4518310014493	0.00126228834772426	0.002	0.001	1	KASUMI2	0.681581298153116	Expanded NK-treated
CRYBB2	0.451878714722798	0.00153818217371346	0.005	0.002	1	KASUMI2	0.681606993346215	Expanded NK-treated
GNA14	0.451982437094109	-0.00154657673857167	0	0.001	1	KASUMI2	0.681709109102238	Expanded NK-treated
AC083806.2	0.452007781707029	-0.00175260652566357	0.001	0.002	1	KASUMI2	0.681709109102238	Expanded NK-treated
DEAF1	0.452204881136144	-0.0164226380604141	0.274	0.188	1	KASUMI2	0.68196007631019	Expanded NK-treated
KANSL1L	0.452270553343032	2.19388786642238e-05	0.155	0.108	1	KASUMI2	0.68199440203545	Expanded NK-treated
OOSP3	0.452298306161589	-0.00164105190072811	0	0.001	1	KASUMI2	0.68199440203545	Expanded NK-treated
C4orf47	0.452319733266973	-0.00190843667395587	0	0.001	1	KASUMI2	0.68199440203545	Expanded NK-treated
ZNF75D	0.452412302485881	0.00211986195319926	0.059	0.038	1	KASUMI2	0.682087684875735	Expanded NK-treated
EXOC6	0.452491322550997	-0.0145469990845914	0.324	0.231	1	KASUMI2	0.682160528812885	Expanded NK-treated
LINC02803	0.452580815467428	0.0011286694791086	0.004	0.001	1	KASUMI2	0.68223425272487	Expanded NK-treated
MACF1	0.452601640676592	-0.0556730966296755	0.817	0.71	1	KASUMI2	0.68223425272487	Expanded NK-treated
AC012358.3	0.452707389284012	-0.00432013838454145	0.007	0.007	1	KASUMI2	0.682347358732896	Expanded NK-treated
AC068196.1	0.452738992906022	-0.00154245084653682	0	0.001	1	KASUMI2	0.682348701268101	Expanded NK-treated
SLC35A2	0.452773906433024	-0.000529826617267942	0.099	0.065	1	KASUMI2	0.682355031828958	Expanded NK-treated
GTSF1L	0.452810703339755	0.00114858314388875	0.005	0.002	1	KASUMI2	0.682364199694726	Expanded NK-treated
LINC00861	0.452866084208406	-0.00150991097323294	0.001	0.002	1	KASUMI2	0.682401369564444	Expanded NK-treated
CDCA2	0.452958801266273	-0.0126269664455452	0.305	0.231	1	KASUMI2	0.682494790622773	Expanded NK-treated
ZNRF3	0.453062590941368	-0.0125781116033515	0.037	0.032	1	KASUMI2	0.68258670699972	Expanded NK-treated
LINC01415	0.453081251659759	0.00212804301582421	0.016	0.008	1	KASUMI2	0.68258670699972	Expanded NK-treated
AL138689.2	0.4532894488302	0.00172929166659506	0.009	0.005	1	KASUMI2	0.682817103590436	Expanded NK-treated
KAT2B	0.453295650216291	0.00318937851016686	0.066	0.044	1	KASUMI2	0.682817103590436	Expanded NK-treated
LINC00390	0.453404250158352	-0.00112509517045659	0	0.001	1	KASUMI2	0.682928225241522	Expanded NK-treated
MS4A2	0.453457287009167	0.00140760836866713	0.034	0.019	1	KASUMI2	0.682928225241522	Expanded NK-treated
AC073575.1	0.453485276474132	0.00102960126591775	0.002	0.001	1	KASUMI2	0.682928225241522	Expanded NK-treated
F8	0.4535278998771	-0.00428033267347097	0.006	0.007	1	KASUMI2	0.682928225241522	Expanded NK-treated
AC091769.2	0.453549704948232	-0.00404966263113097	0.005	0.005	1	KASUMI2	0.682928225241522	Expanded NK-treated
FAM126A	0.453553853510314	-0.0113706913608976	0.211	0.139	1	KASUMI2	0.682928225241522	Expanded NK-treated
ISYNA1	0.453618963353447	0.000492070220243085	0.091	0.059	1	KASUMI2	0.682933829862785	Expanded NK-treated
ZNF674-AS1	0.45366709680759	-0.00937973171888687	0.031	0.026	1	KASUMI2	0.682933829862785	Expanded NK-treated
AL390067.1	0.453699990564835	-0.00300868466352093	0.003	0.003	1	KASUMI2	0.682933829862785	Expanded NK-treated
ZNF765	0.453727210608992	-0.00272776631683092	0.126	0.08	1	KASUMI2	0.682933829862785	Expanded NK-treated
GMNN	0.453740387701593	-0.023051599645793	0.637	0.531	1	KASUMI2	0.682933829862785	Expanded NK-treated
POU6F1	0.453742011189835	-0.00236802254829854	0.003	0.004	1	KASUMI2	0.682933829862785	Expanded NK-treated
SDCBP2-AS1	0.453813924348856	-0.0175426114398053	0.074	0.059	1	KASUMI2	0.682978816192422	Expanded NK-treated
FAM135A	0.453833382700127	-0.0253127470295169	0.124	0.094	1	KASUMI2	0.682978816192422	Expanded NK-treated
FHL1	0.453916802085163	-0.0281063561111832	0.482	0.364	1	KASUMI2	0.683058086692364	Expanded NK-treated
BCL2L13	0.453966945448729	-0.00135511851303699	0.258	0.188	1	KASUMI2	0.683079179532177	Expanded NK-treated
AC103703.1	0.453992310616741	0.00275043613067912	0.043	0.027	1	KASUMI2	0.683079179532177	Expanded NK-treated
SRGAP3	0.454080073497703	-0.00534001829748203	0.005	0.005	1	KASUMI2	0.683141082673515	Expanded NK-treated
NDUFB7	0.454094950214811	-0.0341832394068913	0.925	0.86	1	KASUMI2	0.683141082673515	Expanded NK-treated
LINC02362	0.454210380668685	-0.0170224509654388	0.049	0.038	1	KASUMI2	0.683236422006433	Expanded NK-treated
AC123768.5	0.454219829546519	-0.00265255689836447	0.003	0.004	1	KASUMI2	0.683236422006433	Expanded NK-treated
AL591888.1	0.454291629448585	-0.00314059075608432	0.004	0.005	1	KASUMI2	0.683298160683719	Expanded NK-treated
PKIG	0.454348953887625	-0.0292872973783445	0.227	0.189	1	KASUMI2	0.68331849757751	Expanded NK-treated
WDHD1	0.454373044355496	-0.0115852384728206	0.293	0.21	1	KASUMI2	0.68331849757751	Expanded NK-treated
