gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_line	p_adj	condition
RAD23A	6.92554958376268e-05	0.00403015491491998	0.971	0.862	1	NALM6	0.000748048813280826	Expanded NK-treated
COQ5	6.92661754707313e-05	0.0231440408176301	0.399	0.219	1	NALM6	0.000748048813280826	Expanded NK-treated
ATAD2B	6.93955907374251e-05	0.022651172579474	0.427	0.237	1	NALM6	0.00074909656817495	Expanded NK-treated
KARS	7.00760066716429e-05	0.0157062750015688	0.853	0.662	1	NALM6	0.000756088393029271	Expanded NK-treated
RAD50	7.0403748005442e-05	0.018063001479466	0.688	0.461	1	NALM6	0.000759270271166898	Expanded NK-treated
RUVBL1	7.06226727894319e-05	0.00770418571134979	0.934	0.777	1	NALM6	0.000760993561482655	Expanded NK-treated
RBMXL1	7.06293652340532e-05	0.0259477271679493	0.366	0.199	1	NALM6	0.000760993561482655	Expanded NK-treated
IPP	7.07630857743551e-05	0.0181061082711095	0.109	0.044	1	NALM6	0.000762079212517298	Expanded NK-treated
BICD2	7.09163394726153e-05	0.0201082028685265	0.452	0.252	1	NALM6	0.000763374116054847	Expanded NK-treated
ZNF787	7.09619296049122e-05	0.0166599221495747	0.535	0.311	1	NALM6	0.000763420192274436	Expanded NK-treated
MFAP1	7.09866539827886e-05	0.0144178678170697	0.848	0.657	1	NALM6	0.000763420192274436	Expanded NK-treated
CTSS	7.10509642201045e-05	0.0244576724503795	0.52	0.315	1	NALM6	0.000763756575870412	Expanded NK-treated
MLX	7.11085891884097e-05	0.0166033758799292	0.698	0.466	1	NALM6	0.000764020817478815	Expanded NK-treated
RAD54L2	7.12077950428761e-05	0.0184276632953894	0.461	0.257	1	NALM6	0.00076473136877909	Expanded NK-treated
KIF14	7.13972506846407e-05	0.0410036577345644	0.474	0.316	1	NALM6	0.000766410041936055	Expanded NK-treated
RRAGC	7.17249148669045e-05	0.0214929628625858	0.379	0.197	1	NALM6	0.000769570061045274	Expanded NK-treated
IFNGR1	7.22845375822022e-05	0.0264738032613551	0.378	0.212	1	NALM6	0.000775214785703005	Expanded NK-treated
TRIM33	7.33239456983784e-05	0.0196364946072027	0.634	0.405	1	NALM6	0.000785997344662914	Expanded NK-treated
AC002467.1	7.34876309985038e-05	0.0155340731049246	0.08	0.027	1	NALM6	0.000787271002808861	Expanded NK-treated
STAP1	7.35108595737536e-05	0.0241531053741026	0.859	0.677	1	NALM6	0.000787271002808861	Expanded NK-treated
LARP4B	7.3662094610048e-05	0.0173455018794447	0.54	0.319	1	NALM6	0.000788525440543301	Expanded NK-treated
LIN9	7.37127902395794e-05	0.0218031632432422	0.318	0.162	1	NALM6	0.000788702978213584	Expanded NK-treated
PRKD2	7.40646584223404e-05	0.0216387372621897	0.209	0.095	1	NALM6	0.00079210130991737	Expanded NK-treated
ADSL	7.41432289338793e-05	0.00492212535469516	0.924	0.758	1	NALM6	0.000792575006661654	Expanded NK-treated
SLA	7.44656721548998e-05	-0.0212654165707565	0.029	0.042	1	NALM6	0.000795654007192973	Expanded NK-treated
TMED9	7.46948945543083e-05	0.0108158407863519	0.937	0.788	1	NALM6	0.000797591165938763	Expanded NK-treated
RC3H1	7.47159616565764e-05	0.0238630558833988	0.426	0.239	1	NALM6	0.000797591165938763	Expanded NK-treated
ZNF652	7.48515770659275e-05	0.0257583574216592	0.383	0.21	1	NALM6	0.000798466651739566	Expanded NK-treated
DAXX	7.48670400904497e-05	0.0144226058208878	0.778	0.551	1	NALM6	0.000798466651739566	Expanded NK-treated
XRN1	7.5170036972993e-05	0.0177752120369001	0.501	0.287	1	NALM6	0.000801328536140869	Expanded NK-treated
RAF1	7.52821526452585e-05	0.0174543797844153	0.587	0.358	1	NALM6	0.000802153886388787	Expanded NK-treated
PDCD6IP	7.6131829428315e-05	0.0211012566385018	0.699	0.47	1	NALM6	0.000810833790898894	Expanded NK-treated
SHCBP1	7.61783751100314e-05	0.0203659820486567	0.686	0.47	1	NALM6	0.000810955980338004	Expanded NK-treated
KMT2C	7.63829415605557e-05	0.0257503984237484	0.631	0.418	1	NALM6	0.000812759491377436	Expanded NK-treated
RCC2	7.64759683237586e-05	0.00794575844720824	0.926	0.759	1	NALM6	0.000813375041206047	Expanded NK-treated
NADK2	7.68718670798485e-05	0.0191778306634275	0.53	0.313	1	NALM6	0.000817209797986325	Expanded NK-treated
STK10	7.73916415862715e-05	0.0331912541230044	0.412	0.244	1	NALM6	0.000822357323877651	Expanded NK-treated
GNA15	7.75101654444889e-05	0.0268865428938258	0.591	0.385	1	NALM6	0.000823238422327732	Expanded NK-treated
CNOT6	7.75864460574725e-05	0.0193686159334825	0.513	0.294	1	NALM6	0.000823670250569733	Expanded NK-treated
GK	7.7924081320834e-05	0.0217468981830471	0.277	0.133	1	NALM6	0.000826874992336083	Expanded NK-treated
MTHFR	7.81848228026123e-05	0.0244369508135595	0.273	0.138	1	NALM6	0.000829261226074313	Expanded NK-treated
HAUS6	7.83620936845926e-05	0.0123543796755289	0.702	0.464	1	NALM6	0.000830760353129368	Expanded NK-treated
CREB1	7.84206787524363e-05	0.0206380108065149	0.64	0.42	1	NALM6	0.000831000428099831	Expanded NK-treated
COA1	7.86305130552549e-05	0.0167306308105643	0.756	0.534	1	NALM6	0.000832842291737793	Expanded NK-treated
HMGB2	7.8707998749373e-05	0.0828931701628219	0.995	0.988	1	NALM6	0.000833281294451924	Expanded NK-treated
ARL6IP6	7.9020876590103e-05	0.0243841806136181	0.656	0.432	1	NALM6	0.00083621085057957	Expanded NK-treated
GDE1	7.93527544333212e-05	0.0204183657497167	0.588	0.368	1	NALM6	0.000839338695337261	Expanded NK-treated
DBI	7.96408830563329e-05	0.0135542768825485	0.999	0.993	1	NALM6	0.000842001142216978	Expanded NK-treated
BCL11B	7.98790807334659e-05	-0.0312625122733276	0.079	0.077	1	NALM6	0.000844133503070932	Expanded NK-treated
ZWINT	8.00391898051828e-05	0.00876918390704329	0.88	0.706	1	NALM6	0.00084543908025374	Expanded NK-treated
FAM135A	8.02666671432719e-05	0.0226264578403207	0.262	0.126	1	NALM6	0.000847454738669741	Expanded NK-treated
BLOC1S4	8.05050594554157e-05	0.0168628296988073	0.619	0.389	1	NALM6	0.00084958374474127	Expanded NK-treated
MFSD12	8.0939273981269e-05	0.0253379747161311	0.49	0.292	1	NALM6	0.00085377641103782	Expanded NK-treated
PURA	8.11710450936253e-05	0.0142420458473912	0.76	0.541	1	NALM6	0.000855830781876335	Expanded NK-treated
PELP1	8.15617159278006e-05	0.0185517382683083	0.769	0.557	1	NALM6	0.000859557883173475	Expanded NK-treated
HLA-DRB1	8.18273693686235e-05	0.00788238302983602	0.906	0.718	1	NALM6	0.000861964662661191	Expanded NK-treated
DOT1L	8.19066291678892e-05	0.0241681647432653	0.499	0.296	1	NALM6	0.000862406684708532	Expanded NK-treated
UFD1	8.19882857995421e-05	0.0132006765015542	0.908	0.748	1	NALM6	0.000862873529475199	Expanded NK-treated
DNTTIP1	8.21670835266269e-05	0.0178499800756433	0.631	0.402	1	NALM6	0.000864361831347893	Expanded NK-treated
LPIN2	8.23056165342186e-05	0.0186061250552278	0.658	0.431	1	NALM6	0.00086542540495871	Expanded NK-treated
FAM229B	8.24509995021993e-05	0.0213802916495492	0.391	0.213	1	NALM6	0.000866560004768114	Expanded NK-treated
CTCF	8.2702750599505e-05	0.0178278080060978	0.929	0.804	1	NALM6	0.000868810994712292	Expanded NK-treated
ZNF24	8.29421338500479e-05	0.015026199630099	0.736	0.499	1	NALM6	0.000870930072152956	Expanded NK-treated
PLP2	8.30492059716677e-05	0.0124338605030863	0.833	0.61	1	NALM6	0.00087118150248218	Expanded NK-treated
SASS6	8.30718386685266e-05	0.0149820092011296	0.718	0.493	1	NALM6	0.00087118150248218	Expanded NK-treated
DDX24	8.307911136464e-05	0.0151987306584453	0.991	0.954	1	NALM6	0.00087118150248218	Expanded NK-treated
BTBD10	8.3209140318529e-05	0.0209149428361916	0.404	0.214	1	NALM6	0.000872149475269731	Expanded NK-treated
BLK	8.35931240544405e-05	0.0183925385848908	0.552	0.332	1	NALM6	0.000875777170089159	Expanded NK-treated
TRIR	8.3926926881324e-05	0.00902900711093313	0.997	0.96	1	NALM6	0.00087887608847372	Expanded NK-treated
SRPK2	8.40359055288914e-05	0.0113450899890772	0.756	0.525	1	NALM6	0.000879618926047546	Expanded NK-treated
HRAS	8.42186783210646e-05	0.00923875932264151	0.883	0.695	1	NALM6	0.000881133158434233	Expanded NK-treated
MTPAP	8.44055704519761e-05	0.0212318603350425	0.403	0.217	1	NALM6	0.000882689099950516	Expanded NK-treated
USP42	8.46264423478948e-05	0.0202091542102989	0.386	0.202	1	NALM6	0.000884598824578672	Expanded NK-treated
POLR1A	8.49468044975657e-05	0.0255728576507813	0.48	0.289	1	NALM6	0.000887546323358659	Expanded NK-treated
EIF2D	8.50414533808911e-05	0.0247274627511724	0.534	0.326	1	NALM6	0.00088813391376376	Expanded NK-treated
FAM114A2	8.53554857520712e-05	0.0213674915967707	0.368	0.197	1	NALM6	0.000890818632802806	Expanded NK-treated
HIST1H4I	8.53755769522973e-05	-0.0640724112647236	0.234	0.194	1	NALM6	0.000890818632802806	Expanded NK-treated
LAS1L	8.55585081319817e-05	0.0161189106750437	0.759	0.541	1	NALM6	0.000892324684270492	Expanded NK-treated
STIL	8.57835324441088e-05	0.024753682251353	0.415	0.234	1	NALM6	0.000894268186281643	Expanded NK-treated
POLDIP2	8.58699277708632e-05	0.0117476310741346	0.757	0.52	1	NALM6	0.000894765421323974	Expanded NK-treated
TOB1	8.59520689561108e-05	0.0227460461413392	0.329	0.168	1	NALM6	0.000894843325227565	Expanded NK-treated
FBXO7	8.59548060431806e-05	0.0140101618716834	0.679	0.432	1	NALM6	0.000894843325227565	Expanded NK-treated
TBC1D9B	8.67547368630896e-05	0.0241015775683585	0.432	0.244	1	NALM6	0.000902764638050566	Expanded NK-treated
RCAN3	8.6878729583724e-05	0.0239116600544466	0.192	0.091	1	NALM6	0.00090364821656989	Expanded NK-treated
ARHGAP19	8.69209006172003e-05	0.0256121357570529	0.468	0.28	1	NALM6	0.000903680334564256	Expanded NK-treated
RPLP2	8.70096251808615e-05	-0.0395182736048927	1	1	1	NALM6	0.000904196203789608	Expanded NK-treated
FERMT3	8.70607774645282e-05	0.0122148023879394	0.88	0.69	1	NALM6	0.000904321337167484	Expanded NK-treated
DICER1	8.74072489346284e-05	0.0183816357449893	0.695	0.477	1	NALM6	0.000907512532495051	Expanded NK-treated
UFC1	8.75286324692153e-05	0.00885087204640134	0.983	0.915	1	NALM6	0.000908364919189047	Expanded NK-treated
EIPR1	8.77796155419896e-05	0.0188685000004548	0.593	0.367	1	NALM6	0.000910511692404767	Expanded NK-treated
ATRX	8.78394315906935e-05	0.0169099056364397	0.963	0.872	1	NALM6	0.000910511692404767	Expanded NK-treated
CNIH4	8.78536279627643e-05	0.0195394129212195	0.654	0.417	1	NALM6	0.000910511692404767	Expanded NK-treated
DECR1	8.8064807472808e-05	0.0126472859851743	0.713	0.469	1	NALM6	0.000912140185401527	Expanded NK-treated
ADSS	8.81037820760498e-05	0.0114763726195921	0.807	0.572	1	NALM6	0.000912140185401527	Expanded NK-treated
TM9SF4	8.81291053622961e-05	0.0154332533485106	0.427	0.229	1	NALM6	0.000912140185401527	Expanded NK-treated
SURF2	8.83169338208567e-05	0.0108581431302847	0.795	0.576	1	NALM6	0.000913467976991582	Expanded NK-treated
DSN1	8.8336759662696e-05	0.0200463539464836	0.585	0.362	1	NALM6	0.000913467976991582	Expanded NK-treated
TACO1	8.83759131792306e-05	0.0174433356354286	0.58	0.344	1	NALM6	0.000913467976991582	Expanded NK-treated
MTX2	8.90346455320013e-05	0.0112983417783431	0.761	0.532	1	NALM6	0.000919865537976289	Expanded NK-treated
TMEM33	8.92092564894085e-05	0.0157086800932888	0.654	0.418	1	NALM6	0.000921257895733855	Expanded NK-treated
MALT1	8.92709475950194e-05	0.0191866549681806	0.538	0.321	1	NALM6	0.000921483415308945	Expanded NK-treated
CBL	8.93532779010355e-05	0.0224501261446489	0.496	0.293	1	NALM6	0.000921921683011041	Expanded NK-treated
MYO9A	8.94597144847483e-05	0.0267720506224608	0.413	0.237	1	NALM6	0.000922608170524688	Expanded NK-treated
SPAG9	8.95926931943516e-05	0.00998654711645797	0.669	0.43	1	NALM6	0.000923567655835844	Expanded NK-treated
SAMD9	8.9685997559781e-05	0.0215226741744979	0.476	0.278	1	NALM6	0.000924117484660096	Expanded NK-treated
CCZ1	8.98924091055986e-05	0.0193778952358596	0.501	0.287	1	NALM6	0.000925831752044387	Expanded NK-treated
CAPZB	9.01733827716128e-05	0.00614570063406172	0.922	0.756	1	NALM6	0.000928312091026371	Expanded NK-treated
FNBP1	9.05151339852067e-05	0.0294127649660854	0.768	0.579	1	NALM6	0.000931126941189394	Expanded NK-treated
RC3H2	9.05273490093312e-05	0.0231410582832656	0.459	0.267	1	NALM6	0.000931126941189394	Expanded NK-treated
FANCI	9.07322591458528e-05	0.0125987631822327	0.746	0.523	1	NALM6	0.000932819606923258	Expanded NK-treated
ATRAID	9.11147817380193e-05	0.00213624249840727	0.841	0.621	1	NALM6	0.000936335992598437	Expanded NK-treated
RAD21	9.11888899677275e-05	0.00422032128237704	0.96	0.842	1	NALM6	0.000936681258922165	Expanded NK-treated
VMO1	9.18531855257694e-05	0.0243598718399504	0.234	0.117	1	NALM6	0.000943085859558988	Expanded NK-treated
CD96	9.25270338132429e-05	0.0255262803593849	0.091	0.039	1	NALM6	0.00094940902731081	Expanded NK-treated
CCNK	9.25511611261381e-05	0.018975727742799	0.662	0.432	1	NALM6	0.00094940902731081	Expanded NK-treated
HSPA8	9.27201906242571e-05	0.0782931555716391	1	0.996	1	NALM6	0.000950721174108236	Expanded NK-treated
MIR99AHG	9.43427332693025e-05	0.0245507151364873	0.461	0.271	1	NALM6	0.000966929378835466	Expanded NK-treated
RAPGEF2	9.45963207948502e-05	0.0246124717112226	0.303	0.153	1	NALM6	0.000969098861062705	Expanded NK-treated
SAMD3	9.46979094632035e-05	0.00536205147645888	0.009	0	1	NALM6	0.000969709948010713	Expanded NK-treated
DGCR6L	9.49551444704175e-05	0.0151231572431493	0.679	0.447	1	NALM6	0.000971913612414782	Expanded NK-treated
TAF7	9.50948262905826e-05	0.00610655998501142	0.942	0.793	1	NALM6	0.000972912643137545	Expanded NK-treated
STX17	9.52429171268895e-05	0.0202037441119658	0.526	0.312	1	NALM6	0.000973996784523635	Expanded NK-treated
FAM168B	9.64718070298987e-05	0.0235296295490428	0.43	0.244	1	NALM6	0.000986127817040371	Expanded NK-treated
PRCC	9.67629693996789e-05	0.0143255167431066	0.646	0.409	1	NALM6	0.000988666981201668	Expanded NK-treated
NDUFA13	9.68226376046349e-05	0.0105046262389661	0.999	0.994	1	NALM6	0.000988839676101752	Expanded NK-treated
MYDGF	9.68667473623119e-05	0.00718103170954865	0.921	0.763	1	NALM6	0.000988853391837252	Expanded NK-treated
DCAF1	9.69583163391116e-05	0.0244817159598493	0.525	0.326	1	NALM6	0.000989351363809769	Expanded NK-treated
AHSA1	9.74358539579686e-05	0.0130816113277468	0.964	0.87	1	NALM6	0.0009937855382515	Expanded NK-treated
FOXRED2	9.80586850832348e-05	0.0238212298756865	0.525	0.312	1	NALM6	0.000999697053128111	Expanded NK-treated
DTX3L	9.83476973852461e-05	0.0192293459687563	0.504	0.293	1	NALM6	0.00100220161257896	Expanded NK-treated
TRAF3IP1	9.84246224959101e-05	0.0208438470498546	0.325	0.165	1	NALM6	0.00100254366579314	Expanded NK-treated
LRRC42	9.86582754724386e-05	0.0233776688389424	0.458	0.264	1	NALM6	0.00100448112966699	Expanded NK-treated
TXLNG	9.93144518515962e-05	0.0204986553768149	0.645	0.429	1	NALM6	0.00101071688191576	Expanded NK-treated
PIGC	9.95523009126846e-05	0.0293711976471136	0.437	0.255	1	NALM6	0.00101269172974179	Expanded NK-treated
CAMTA1	9.99431830343664e-05	0.0100791839242903	0.873	0.662	1	NALM6	0.00101622087868101	Expanded NK-treated
WBP1L	0.000100678426829027	0.0194121686306152	0.156	0.068	1	NALM6	0.00102324685061133	Expanded NK-treated
BCS1L	0.000101731380580119	0.0180087008573179	0.564	0.339	1	NALM6	0.00103349428021683	Expanded NK-treated
CCNF	0.000101798825550337	0.0319715335107568	0.477	0.299	1	NALM6	0.00103372527201357	Expanded NK-treated
CRY1	0.000102038965913302	0.0219938127134529	0.324	0.166	1	NALM6	0.00103570894198743	Expanded NK-treated
AP1S3	0.000102736254791695	0.0215520192264977	0.334	0.17	1	NALM6	0.00104232895273961	Expanded NK-treated
ARRDC3-AS1	0.0001028937463538	0.0135877423361971	0.071	0.023	1	NALM6	0.00104346894876867	Expanded NK-treated
FDX1	0.000103207115646611	0.012875457980421	0.855	0.66	1	NALM6	0.00104618804383207	Expanded NK-treated
PPHLN1	0.000103879990221159	0.00827116035756226	0.847	0.644	1	NALM6	0.00105254738558004	Expanded NK-treated
EMC4	0.000103970940594787	0.0071460835838556	0.836	0.613	1	NALM6	0.00105300748507782	Expanded NK-treated
CHD7	0.000104128217062518	0.00926977612506852	0.872	0.674	1	NALM6	0.00105413863175111	Expanded NK-treated
PITPNA	0.000104523666173743	0.0154142759005189	0.652	0.416	1	NALM6	0.001057678866201	Expanded NK-treated
TMEM11	0.000104822226228006	0.0129840541019266	0.697	0.452	1	NALM6	0.0010602360082432	Expanded NK-treated
SLC2A5	0.000104960272584513	0.0232248139758118	0.303	0.16	1	NALM6	0.00106116809038002	Expanded NK-treated
VAV1	0.000105133333749582	0.0242720249790444	0.372	0.203	1	NALM6	0.00106245320933472	Expanded NK-treated
SAMD4B	0.00010523236816497	0.022741405706713	0.468	0.273	1	NALM6	0.00106298943499801	Expanded NK-treated
RAB1A	0.000106123566749961	0.0133314666266158	0.648	0.414	1	NALM6	0.00107152362899241	Expanded NK-treated
NUP160	0.000106355699846026	0.0166367486594907	0.633	0.402	1	NALM6	0.00107339873061537	Expanded NK-treated
ACSL3	0.000106674907874047	0.0213167161928967	0.625	0.409	1	NALM6	0.00107615061948678	Expanded NK-treated
PHC3	0.000106855149604795	0.0224450724882707	0.324	0.167	1	NALM6	0.0010771424518081	Expanded NK-treated
AC022137.4	0.000106897031598308	0.0192653159926116	0.171	0.075	1	NALM6	0.0010771424518081	Expanded NK-treated
SND1-IT1	0.000106916197053095	0.0231281330454171	0.216	0.106	1	NALM6	0.0010771424518081	Expanded NK-treated
NAA20	0.000106959565320967	0.00843632040489173	0.899	0.725	1	NALM6	0.0010771424518081	Expanded NK-treated
UFM1	0.00010734214214426	0.00627576076669012	0.798	0.572	1	NALM6	0.00108052460194148	Expanded NK-treated
PHB	0.000107503769429136	0.00612625785473142	0.997	0.969	1	NALM6	0.00108168066002632	Expanded NK-treated
KDM5C	0.00010817660189588	0.0248116057742847	0.365	0.198	1	NALM6	0.00108797711571838	Expanded NK-treated
UBXN10-AS1	0.000108538473991787	0.0228938950746209	0.242	0.119	1	NALM6	0.00109114199810352	Expanded NK-treated
SPTAN1	0.000109131108505223	0.0183379203418411	0.873	0.696	1	NALM6	0.00109662298603119	Expanded NK-treated
AL512306.3	0.000109241180821699	0.00462268106327203	0.01	0	1	NALM6	0.00109725220806226	Expanded NK-treated
ZNF254	0.000109724935723983	0.0194940780883322	0.459	0.26	1	NALM6	0.00110163263734691	Expanded NK-treated
EXOSC3	0.000110127789205565	0.00812072233157812	0.858	0.648	1	NALM6	0.00110519737066453	Expanded NK-treated
PRKX	0.000110524233085292	0.0220107866746134	0.554	0.344	1	NALM6	0.00110852983603386	Expanded NK-treated
ANXA7	0.000110587285201321	0.0170063533147491	0.716	0.494	1	NALM6	0.00110852983603386	Expanded NK-treated
ASCC2	0.000110658314926481	0.0184051562873359	0.502	0.289	1	NALM6	0.00110852983603386	Expanded NK-treated
CYFIP1	0.000110693682076653	0.0239518044776376	0.361	0.199	1	NALM6	0.00110852983603386	Expanded NK-treated
PTEN	0.000110699567139615	0.0108674749185141	0.843	0.632	1	NALM6	0.00110852983603386	Expanded NK-treated
KLHL36	0.000111208401485783	0.0213214181979738	0.311	0.158	1	NALM6	0.00111314314249103	Expanded NK-treated
ESD	0.000112221810457143	0.00348035685552706	0.971	0.858	1	NALM6	0.00112280082275641	Expanded NK-treated
PLEKHG4	0.000112288893286764	-0.0105206686279908	0.005	0.014	1	NALM6	0.00112298606858848	Expanded NK-treated
COPS6	0.00011304543551054	0.0113248074256107	0.954	0.825	1	NALM6	0.00113006336354289	Expanded NK-treated
SEMA6C	0.000113114889519958	0.0203712593538174	0.146	0.064	1	NALM6	0.001130269004097	Expanded NK-treated
XAF1	0.000113500969922016	0.0272554025257618	0.37	0.211	1	NALM6	0.00113320452522328	Expanded NK-treated
POP4	0.000113563105316127	0.0142934725676787	0.679	0.448	1	NALM6	0.00113320452522328	Expanded NK-treated
FTX	0.000113586858464364	0.0236113307410611	0.558	0.351	1	NALM6	0.00113320452522328	Expanded NK-treated
ICE2	0.000113604709344675	0.00830949610508058	0.713	0.474	1	NALM6	0.00113320452522328	Expanded NK-treated
NDUFA2	0.000114944699678565	0.00339239254019263	0.994	0.954	1	NALM6	0.00114607647519094	Expanded NK-treated
CDCA4	0.000115277464822281	0.0197537037564071	0.676	0.447	1	NALM6	0.00114878252808007	Expanded NK-treated
ARID1B	0.000115315467851996	0.00754066863478664	0.841	0.635	1	NALM6	0.00114878252808007	Expanded NK-treated
LRPPRC	0.000115385877452793	0.0108595822008934	0.91	0.76	1	NALM6	0.00114898891406696	Expanded NK-treated
MTRNR2L12	0.000116220446813167	0.0223735283461617	0.972	0.862	1	NALM6	0.00115680119294621	Expanded NK-treated
PI4KB	0.000116487114771825	0.0212192570461059	0.315	0.156	1	NALM6	0.00115895656960161	Expanded NK-treated
ZC3H18	0.000116870326684306	0.0115184846665	0.812	0.601	1	NALM6	0.00116226911552453	Expanded NK-treated
DHPS	0.000116936948244768	0.012296282354358	0.812	0.588	1	NALM6	0.00116228955252044	Expanded NK-treated
UBL4A	0.000116972917079623	0.0167343030922342	0.607	0.377	1	NALM6	0.00116228955252044	Expanded NK-treated
PSMB7	0.000117153942399753	0.00394299958951372	0.985	0.919	1	NALM6	0.00116350740973385	Expanded NK-treated
SCPEP1	0.000117196123054672	0.0215232618870369	0.42	0.237	1	NALM6	0.00116350740973385	Expanded NK-treated
SWAP70	0.000117329271190093	0.0227274663096893	0.343	0.186	1	NALM6	0.00116408398228966	Expanded NK-treated
DYNLT1	0.000117442958147186	0.0111906313217212	0.727	0.482	1	NALM6	0.00116408398228966	Expanded NK-treated
SHKBP1	0.000117453081798255	0.0150645422048036	0.761	0.539	1	NALM6	0.00116408398228966	Expanded NK-treated
EIF3J	0.000117455580429105	-0.133534770188254	0.962	0.897	1	NALM6	0.00116408398228966	Expanded NK-treated
RRAS2	0.00011773898823335	0.0235450150990915	0.389	0.213	1	NALM6	0.00116639283887383	Expanded NK-treated
PHYKPL	0.000118045696290734	0.0216346057855813	0.417	0.232	1	NALM6	0.00116893044523955	Expanded NK-treated
GLMN	0.000118302827599756	0.0200312031119837	0.537	0.321	1	NALM6	0.00117097516256916	Expanded NK-treated
EHMT2	0.00011860373302273	0.0177492950148526	0.699	0.47	1	NALM6	0.00117345122590996	Expanded NK-treated
CSTF2T	0.000118850816968245	0.0171930551392703	0.535	0.314	1	NALM6	0.00117539289561153	Expanded NK-treated
ST18	0.000118931910003207	-0.00804203383941831	0.002	0.009	1	NALM6	0.00117562870671442	Expanded NK-treated
CFAP298	0.000118976350389748	0.00689598540122982	0.911	0.735	1	NALM6	0.00117562870671442	Expanded NK-treated
INTS8	0.000120287741050519	0.0237942310120428	0.38	0.203	1	NALM6	0.00118807908952162	Expanded NK-treated
MTFMT	0.000120729437961224	0.0218085774707844	0.387	0.207	1	NALM6	0.00119159314445223	Expanded NK-treated
CPT1A	0.00012074659361005	0.0254549549261877	0.322	0.172	1	NALM6	0.00119159314445223	Expanded NK-treated
USP27X	0.000121312631712594	0.01479174793912	0.077	0.027	1	NALM6	0.00119647593933261	Expanded NK-treated
WDR6	0.00012134486972299	0.0164988135209838	0.63	0.408	1	NALM6	0.00119647593933261	Expanded NK-treated
BMP2K	0.000121405132819408	0.0204303791941241	0.337	0.176	1	NALM6	0.00119655988109563	Expanded NK-treated
RAB22A	0.000121752652290585	0.0225684440785106	0.43	0.242	1	NALM6	0.00119947372231057	Expanded NK-treated
MPC1	0.000121850356511847	0.0144391388699658	0.812	0.605	1	NALM6	0.0011998980528176	Expanded NK-treated
KAT2A	0.000121899512415386	0.0217301270574448	0.478	0.278	1	NALM6	0.0011998980528176	Expanded NK-treated
MAP3K20	0.000122100279016088	0.0125504869748243	0.731	0.511	1	NALM6	0.00120136283038723	Expanded NK-treated
ZNHIT6	0.000122414834362648	0.0232470249531032	0.727	0.519	1	NALM6	0.00120393558622446	Expanded NK-treated
ENTR1	0.000122465898226794	0.0156926253629893	0.543	0.334	1	NALM6	0.00120393558622446	Expanded NK-treated
NSMAF	0.000122821228260933	0.0253597131640977	0.366	0.194	1	NALM6	0.0012069156140456	Expanded NK-treated
TM9SF2	0.0001228983593268	0.0164640412860879	0.607	0.372	1	NALM6	0.00120716052011651	Expanded NK-treated
GALNT7	0.000123003739869984	0.0173860060568687	0.608	0.384	1	NALM6	0.00120768257888483	Expanded NK-treated
CASP8	0.00012325001818906	0.0161711129145704	0.648	0.409	1	NALM6	0.00120958697816954	Expanded NK-treated
TRAM1	0.000123389210471054	0.00865661110225946	0.842	0.632	1	NALM6	0.00121043925520225	Expanded NK-treated
ISG20L2	0.000123508167386034	0.0160063664515052	0.652	0.421	1	NALM6	0.00121109238604745	Expanded NK-treated
PHKG2	0.000123704835783344	0.0189802389366217	0.441	0.244	1	NALM6	0.00121250666086582	Expanded NK-treated
CCDC66	0.000124313621501131	0.0241070647815369	0.511	0.32	1	NALM6	0.001217957439131	Expanded NK-treated
PEBP1	0.000124497583936037	0.0182781140216557	1	0.999	1	NALM6	0.00121924317482806	Expanded NK-treated
POLR1E	0.000124561466016985	0.0226975958188261	0.525	0.316	1	NALM6	0.00121935233583604	Expanded NK-treated
DEXI	0.000124737765016741	0.0226319410694756	0.348	0.181	1	NALM6	0.0012205614061435	Expanded NK-treated
C16orf91	0.000125073833276201	0.012417586255749	0.711	0.472	1	NALM6	0.00122333213748406	Expanded NK-treated
ZNF33B	0.00012534416621147	0.0229553689923767	0.411	0.227	1	NALM6	0.00122545784826284	Expanded NK-treated
RNPEPL1	0.000125408513811192	0.0195275718338351	0.468	0.263	1	NALM6	0.00122556874739745	Expanded NK-treated
URI1	0.000125510881068261	0.00918489791867205	0.869	0.673	1	NALM6	0.00122605094721602	Expanded NK-treated
MTHFD1L	0.000125810515267114	0.014329160639226	0.743	0.522	1	NALM6	0.00122845892483371	Expanded NK-treated
GLYR1	0.000126063186143165	0.0140782198534787	0.664	0.433	1	NALM6	0.00123034170696502	Expanded NK-treated
WAC	0.000126109758909571	0.00954471001994051	0.879	0.695	1	NALM6	0.00123034170696502	Expanded NK-treated
TPP2	0.000126460100250699	0.0184547762425467	0.79	0.593	1	NALM6	0.00123323932433432	Expanded NK-treated
FBRS	0.000126697501868938	0.0233089869973834	0.349	0.188	1	NALM6	0.00123503357428903	Expanded NK-treated
SLC25A22	0.000126881661799783	0.0217407022152558	0.322	0.168	1	NALM6	0.00123630753650846	Expanded NK-treated
PEX16	0.000127073399623754	0.0166040176503415	0.571	0.343	1	NALM6	0.00123765423171881	Expanded NK-treated
SLAMF7	0.000127991699558227	0.00570410884335217	0.009	0	1	NALM6	0.00124607329565698	Expanded NK-treated
