Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
S_11_0_S115929	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	66281	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	7284728	5966884	290436	0	296131	5858224	81.9094961404187	quant	Thu Nov 17 14:51:38 2022	Thu Nov 17 14:57:16 2022
S_12_0_S115928	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	60740	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6904185	5818719	283952	0	288856	6553287	84.27814434288769	quant	Thu Nov 17 14:18:01 2022	Thu Nov 17 14:25:14 2022
S_13_0_S115931	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	63498	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6962780	5966123	219645	0	224385	5645210	85.685932917599	quant	Thu Nov 17 10:02:47 2022	Thu Nov 17 10:09:50 2022
S_14_0_S115930	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	54921	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	7256204	6208908	245333	0	250656	6157514	85.56688869276553	quant	Thu Nov 17 12:14:07 2022	Thu Nov 17 12:18:38 2022
S_15_0_S115933	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	51531	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	8548476	7485344	277721	0	285103	6986682	87.56349084912914	quant	Thu Nov 17 10:54:04 2022	Thu Nov 17 11:01:38 2022
S_16_0_S106451	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	66973	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	4888640	4214595	144628	0	148665	3760403	86.21201397525692	quant	Thu Nov 17 14:11:31 2022	Thu Nov 17 14:17:02 2022
S_16_0_S115932	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	72891	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	9581543	7883998	335184	0	342511	7701366	82.28317714589394	quant	Thu Nov 17 13:59:51 2022	Thu Nov 17 14:07:50 2022
S_17_0_S106454	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	67374	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	5449470	4755356	166383	0	170844	4386641	87.26272463193668	quant	Thu Nov 17 09:52:08 2022	Thu Nov 17 09:55:55 2022
S_17_0_S115935	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	66358	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6638672	5762167	248311	0	252215	5936881	86.79698289055402	quant	Thu Nov 17 11:31:35 2022	Thu Nov 17 11:40:24 2022
S_18_0_S106453	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	68594	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	5181374	4482470	151851	0	155833	4025844	86.51122269884397	quant	Thu Nov 17 14:47:07 2022	Thu Nov 17 14:51:41 2022
S_18_0_S115934	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	62017	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6621922	5472094	292652	0	297468	6743318	82.63603829824633	quant	Thu Nov 17 12:56:38 2022	Thu Nov 17 13:05:00 2022
S_19_0_S106456	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	65896	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	4975246	4325395	159141	0	163043	4058830	86.93831420597093	quant	Thu Nov 17 14:46:04 2022	Thu Nov 17 14:51:39 2022
S_19_0_S115937	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	66780	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6315306	5114743	253700	0	258807	5667177	80.98963058955496	quant	Thu Nov 17 13:04:17 2022	Thu Nov 17 13:12:02 2022
S_1_0_S115919	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	45304	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	11324202	10098450	407967	0	415271	9732091	89.17582007103016	quant	Thu Nov 17 09:44:31 2022	Thu Nov 17 09:51:21 2022
S_20_0_S106455	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	66538	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	4717667	4078397	150292	0	154561	3686358	86.44944630470951	quant	Thu Nov 17 11:38:47 2022	Thu Nov 17 11:44:31 2022
S_20_0_S115936	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	65252	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6976717	5707882	264734	0	269754	5785280	81.81329413246947	quant	Thu Nov 17 09:32:01 2022	Thu Nov 17 09:35:56 2022
S_21_0_S106458	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	68984	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	5424372	4713381	161899	0	166656	4009597	86.89265780444262	quant	Thu Nov 17 13:37:59 2022	Thu Nov 17 13:42:48 2022
S_21_0_S115939	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	63483	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6798037	5693426	284376	0	289201	6722927	83.75102989289408	quant	Thu Nov 17 12:18:21 2022	Thu Nov 17 12:25:04 2022
S_22_0_S115938	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	53115	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	7848055	6458094	341831	0	348637	7781627	82.28910220430411	quant	Thu Nov 17 10:03:40 2022	Thu Nov 17 10:10:11 2022
S_23_0_S115941	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	59257	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	8587091	7174087	383044	0	392260	8871908	83.54502124176861	quant	Thu Nov 17 12:06:57 2022	Thu Nov 17 12:14:25 2022
S_24_0_S115940	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	74886	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	9228496	7176012	441385	0	448463	10726511	77.75927951856943	quant	Thu Nov 17 15:03:35 2022	Thu Nov 17 15:11:48 2022
S_25_0_S106457	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	65425	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	4369321	3697488	141743	0	145885	3496224	84.62385803194591	quant	Thu Nov 17 14:26:08 2022	Thu Nov 17 14:31:10 2022
S_25_0_S115943	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	65302	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	6048155	5320116	196797	0	200604	5103302	87.96262661919214	quant	Thu Nov 17 09:37:55 2022	Thu Nov 17 09:43:06 2022
S_26_0_S106460	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	62173	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	4139574	3516228	131739	0	135226	3592970	84.94178386471651	quant	Thu Nov 17 12:40:40 2022	Thu Nov 17 12:47:02 2022
S_26_0_S115942	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	68870	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	7962044	6228294	290444	0	298334	6160953	78.22481262349216	quant	Thu Nov 17 14:41:16 2022	Thu Nov 17 14:46:58 2022
S_27_0_S106459	1.8.0	none	vb	[]	1	['SF']	1001	250.0000097391447	25.001769513739426	False	False	4096	mapping	False	137979	66	65558	False	['range_factorized', 'gzipped']	[481, 747, 1390, 2761, 100404]	02484848b755c4d7954eee66af9e4d42fd62f6b45c15c571755fe8d1f81cec8e	32412628e031ad491c4a18ea3462a8c1233afb3e1494ee417fb9ee59e80e103d	f0d73041544aca1dd3723ec2119dfe4595777702601346f48e9228253750775f54e3dbdaebe7dab76acdafeae029eae75ab0ea8d99c42cf8445c291092c29d59	0494c37784822d23e42d7637fc814d46ce9d0ebf859e1161b5d89c3cb6168be5fe590b888fa03d7acce776bfb693a36625abb1cfb1ae6ce8525fdd7c5759bf42	d55503ff5a9e0c9d4f2f825c29ce19c9bf6acb05e7d822ff7bae54dd6caad682	8641407f8119410b42e2910715d64bfda0e25ff8d4f071264f69e895d7fafecd	0	4350959	3739408	130242	0	134001	3340483	85.94445500405773	quant	Thu Nov 17 12:34:02 2022	Thu Nov 17 12:40:30 2022
