sample_name,experiment,ubam1_path,ubam2_path,original_sample_name
S_72_0_S106501,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_72_0_S106501.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_72_0_S106501.bam,72
S_73_0_S106504,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_73_0_S106504.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_73_0_S106504.bam,73
S_74_0_S106503,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_74_0_S106503.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_74_0_S106503.bam,74
S_75_0_S106506,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_75_0_S106506.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_75_0_S106506.bam,75
S_76_0_S106505,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_76_0_S106505.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_76_0_S106505.bam,76
S_77_0_S106508,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_77_0_S106508.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_77_0_S106508.bam,77
S_78_0_S106507,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_78_0_S106507.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_78_0_S106507.bam,78
S_79_0_S106510,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_79_0_S106510.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_79_0_S106510.bam,79
S_8_0_S106449,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_8_0_S106449.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_8_0_S106449.bam,8
S_8_0_S115924,R0114_L5311,BSF_1179_HNYKKBBXY_L4/BSF_1179_HNYKKBBXY_4#S_8_0_S115924.bam,BSF_1179_HNYKKBBXY_L5/BSF_1179_HNYKKBBXY_5#S_8_0_S115924.bam,8
S_80_0_S106509,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_80_0_S106509.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_80_0_S106509.bam,80
S_81_0_S106512,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_81_0_S106512.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_81_0_S106512.bam,81
S_82_0_S106511,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_82_0_S106511.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_82_0_S106511.bam,82
S_83_0_S106514,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_83_0_S106514.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_83_0_S106514.bam,83
S_84_0_S106513,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_84_0_S106513.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_84_0_S106513.bam,84
S_85_0_S106516,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_85_0_S106516.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_85_0_S106516.bam,85
S_86_0_S106515,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_86_0_S106515.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_86_0_S106515.bam,86
S_87_0_S106518,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_87_0_S106518.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_87_0_S106518.bam,87
S_88_0_S106517,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_88_0_S106517.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_88_0_S106517.bam,88
S_89_0_S106520,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_89_0_S106520.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_89_0_S106520.bam,89
S_9_0_S106452,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_9_0_S106452.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_9_0_S106452.bam,9
S_9_0_S115927,R0114_L5311,BSF_1179_HNYKKBBXY_L4/BSF_1179_HNYKKBBXY_4#S_9_0_S115927.bam,BSF_1179_HNYKKBBXY_L5/BSF_1179_HNYKKBBXY_5#S_9_0_S115927.bam,9
S_90_0_S106519,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_90_0_S106519.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_90_0_S106519.bam,90
S_91_0_S106522,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_91_0_S106522.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_91_0_S106522.bam,91
S_92_0_S106521,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_92_0_S106521.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_92_0_S106521.bam,92
S_93_0_S106524,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_93_0_S106524.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_93_0_S106524.bam,93
S_94_0_S106523,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_94_0_S106523.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_94_0_S106523.bam,94
S_95_0_S106526,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_95_0_S106526.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_95_0_S106526.bam,95
S_96_0_S106525,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_96_0_S106525.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_96_0_S106525.bam,96
S_97_0_S106528,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_97_0_S106528.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_97_0_S106528.bam,97
S_98_0_S106527,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_98_0_S106527.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_98_0_S106527.bam,98
S_99_0_S106530,R0108,BSF_1117_HMV5NBBXY_L7/BSF_1117_HMV5NBBXY_7#S_99_0_S106530.bam,BSF_1117_HMV5NBBXY_L8/BSF_1117_HMV5NBBXY_8#S_99_0_S106530.bam,99
